PaymentType,Product,hard drive,PostalCode,system,Department,Address,Quantity,State,feed,Date,sensor,City,capacitor,capacitor,transmitter,CustomerName,Total,Gender,transmitter,array,Time,Store,InvoiceId,ProductPrice
"Visa","Incredible Rubber Hat",7787443,20847,4317041,"Garden, Sports & Jewelery","289 General Drives",10,"AL",8436724,"3-5-2021","bus","Daisyview",false,false,"bypass","Franz Tillman",731.30,"Male","pixel",3199716,"17:41:22","McClure, Block and Franecki",821880,73.13
"Visa","Incredible Plastic Gloves",1002933,83268,false,"Health","818 Hahn Isle",1,"NV","copying","10-11-2021",7.37,"New Cruz","navigate","feed","alarm","Pinkie Trantow MD",67.90,"Female","parse",748729,"23:22:25","Kshlerin DDS",291965,67.90
"Visa","Awesome Cotton Shoes","alarm",50168,6789285,"Grocery","3173 Mraz Course",10,"MI",false,"9-15-2021",true,"North Telly",true,true,true,"Mr. Bernadine Nikolaus",442.80,"Male",false,68.49,"17:57:48","Auer V",467312,44.28
"Cash","Intelligent Granite Shoes","SCSI",33098,8556046,"Tools & Computers","75972 Yundt Pine",1,"IA",38.19,"4-30-2021","backing up","West Chancemouth",8055360,8734276,1464938,"Hattie Padberg",8.73,"Female",435781,true,"20:28:40","Lakin, O'Connell and Monahan",102745,8.73
"Visa","Rustic Cotton Car","transmitting",60742,7733875,"Movies, Garden & Music","93708 Wehner Square",3,"MS",789927,"9-18-2021",4895716,"Brainview",54.29,4.13,false,"Alaina Buckridge DDS",251.52,"Female",true,"synthesize","6:20:0","Considine PhD",103816,83.84
"Visa","Fantastic Granite Chair",49.18,97527,9140574,"Clothing","199 Pouros Freeway",3,"WA",5300443,"4-24-2021","backing up","North Oswald","neural","hard drive",10.49,"Elisha Pollich DVM",260.49,"Female",60.93,6396400,"23:21:6","Considine PhD",359932,86.83
"MasterCard","Rustic Granite Hat",false,65025,602220,"Home","79572 Brakus Shores",6,"AR","index","3-2-2021",32.12,"South Michaela",91.58,54.73,44.36,"Miss Leola Luettgen",505.32,"Male",68.23,57.96,"11:23:28","Armstrong, Strosin and Altenwerth",867842,84.22
"Visa","Ergonomic Wooden Pants","sensor",97839,false,"Health & Tools","8578 Laney Rest",6,"ID","input","8-27-2021","EXE","Vivianneshire",19.26,81.44,68.38,"Kenna McDermott",461.22,"Male",4.32,54.58,"19:54:52","Considine PhD",536428,76.87
"Visa","Incredible Granite Pants",true,28268,93.80,"Toys","481 Tillman Shore",1,"AL",29.38,"9-6-2021",4025250,"New Brennon",6221725,1644267,32.22,"Carolina Nader",41.80,"Female",55.50,"haptic","6:23:38","Larkin-McClure",806346,41.80
"MasterCard","Rustic Concrete Pants","quantifying",67874,"quantifying","Beauty","5050 Rice Stravenue",2,"MO",57.26,"8-21-2021","compressing","East Delphaton",79.06,69.11,false,"Kristoffer Frami",5.80,"Female",true,5029631,"22:58:32","Kshlerin DDS",970338,2.90
"EWallet","Sleek Wooden Computer",5712548,25375,4870503,"Games & Automotive","78407 Kovacek Forges",9,"PA",1017167,"7-28-2021",1813758,"Myahmouth",true,true,"FTP","Amya Runolfsdottir",603.99,"Male","navigating","quantify","15:23:51","Kshlerin DDS",677058,67.11
"Visa","Practical Cotton Computer",94.84,54577,54.86,"Automotive, Grocery & Outdoors","11192 Aurelia Cliffs",7,"VA",3905184,"6-11-2021","SMS","Glenmouth",false,true,799251,"Nova Pouros IV",386.75,"Female",4302974,65.82,"21:39:11","Wiegand-Tillman",660390,55.25
"EWallet","Small Granite Computer",18.65,17595,"input","Clothing & Computers","9765 Watsica Valley",7,"KY","bluetooth","8-27-2021","index","South Alexa","XSS","card","card","Leilani Bogisich",638.40,"Male","virtual",93.53,"18:48:13","Considine PhD",657064,91.20
"AMEX","Incredible Granite Gloves",true,96583,true,"Computers","5578 Kunze Camp",8,"OH",true,"5-31-2021","mobile","Kileyberg",false,false,"circuit","Hailee Abbott",543.68,"Female","firewall",5075893,"19:37:35","Considine PhD",537671,67.96
"Cash","Sleek Wooden Computer",16.01,14908,66.67,"Outdoors","597 Sydnee Oval",4,"WA","FTP","10-25-2021",3617938,"East Sigrid",8523137,8875227,9262800,"Miss Maurice Bailey",67.64,"Female",6708866,90.11,"11:14:34","McClure, Block and Franecki",132378,16.91
"Visa","Awesome Granite Gloves","SDD",62595,2821913,"Automotive, Health & Toys","785 Schmidt Drives",7,"IL","navigating","10-23-2021",true,"South Vincenza",6791429,9022815,9356938,"Noemy Williamson",178.99,"Female",1480400,9370445,"10:18:7","Armstrong, Strosin and Altenwerth",118565,25.57
"Visa","Ergonomic Plastic Hat","index",63795,27047,"Shoes","70059 Little Trail",6,"ME","back-end","4-1-2021",7478889,"Ocieland",2.70,92.13,true,"Horacio Lindgren DDS",260.58,"Female",false,true,"13:15:50","Armstrong, Strosin and Altenwerth",576181,43.43
"EWallet","Fantastic Plastic Car",5451647,37723,"program","Books, Kids & Shoes","6016 Leannon Ferry",6,"DE",40.07,"10-9-2021",3.59,"Lake Dinostad",6075117,1073897,45.20,"Mrs. Jerrell Kuvalis",584.52,"Male",65.90,true,"10:28:14","Lakin, O'Connell and Monahan",381716,97.42
"Cash","Incredible Plastic Chair",false,84567,false,"Shoes, Garden & Sports","26456 Margie Plaza",1,"VT",true,"7-24-2021",44.32,"Hicklemouth",7.19,96.56,9334398,"River Olson V",60.57,"Male",4416165,8641635,"16:43:17","Auer V",324686,60.57
"EWallet","Awesome Granite Car",6224613,23901,"SDD","Music & Books","61421 Chase Mountain",10,"MN","neural","10-3-2021",true,"Kohlerstad",70.47,66.23,"bus","Adah Heaney Sr.",278.40,"Female","SMTP",42.70,"3:48:35","Lakin, O'Connell and Monahan",983447,27.84
"AMEX","Fantastic Rubber Car",9290981,37410,"backing up","Games & Jewelery","168 Noemi Green",10,"MO",61.32,"9-12-2021","RSS","South Aleen","microchip","reboot",4556107,"Willy Harvey",733.30,"Male",4687867,8861998,"16:14:45","Larkin-McClure",350741,73.33
"MasterCard","Fantastic Plastic Pants",2157783,13565,62.22,"Sports","8247 Cedrick Falls",8,"MS",8813569,"10-1-2021","PNG","West Missouri",8905708,6784942,86.87,"Ena Schamberger",764.96,"Female",22.84,12.87,"10:22:12","Considine PhD",296596,95.62
"Cash","Rustic Wooden Gloves","quantify",68078,4696126,"Sports","4920 Hans Corners",2,"MA","calculate","8-4-2021",2798293,"South Deion",false,false,11.65,"Gracie O'Conner",123.90,"Male",47.22,false,"21:11:8","Armstrong, Strosin and Altenwerth",741938,61.95
"MasterCard","Awesome Steel Shoes",89.54,55587,39.33,"Toys, Outdoors & Grocery","39725 Gregoria Estates",5,"AR",99.55,"8-17-2021",false,"North Mollieview",24.86,87.93,77.48,"Mrs. Cornell Lowe",214.90,"Female",1.13,"copying","11:31:42","Larkin-McClure",515249,42.98
"Visa","Rustic Concrete Gloves",13.94,97744,true,"Clothing, Computers & Beauty","15948 Bailey Tunnel",2,"NH",false,"10-22-2021",1126239,"North Alf",3700174,7509888,"index","Vicky Emard",7.50,"Male","JSON",14.85,"2:12:0","Kshlerin DDS",926342,3.75
"MasterCard","Practical Steel Shoes",4454048,57826,true,"Grocery & Tools","5221 Brisa Alley",5,"HI","online","4-29-2021",39.51,"New Tyreekview",9070904,3860684,7345726,"Miss Dexter Upton",162.30,"Male",6140738,"overriding","20:37:35","Lakin, O'Connell and Monahan",782267,32.46
"Visa","Incredible Wooden Pants",17.84,87601,"quantify","Automotive & Sports","98864 Casandra Station",6,"VT",4.07,"10-14-2021","quantifying","North Micaelatown",5003012,2966734,5.85,"Loma Doyle DDS",456.18,"Male",28.72,5345751,"21:31:24","McClure, Block and Franecki",749439,76.03
"Cash","Practical Rubber Chair",false,69184,false,"Movies","4862 Shanahan Plaza",2,"WI",5618113,"8-17-2021",true,"Pfefferview",false,false,6124824,"Miss Louisa Farrell",104.84,"Male",4983486,"circuit","23:24:5","Considine PhD",452150,52.42
"MasterCard","Gorgeous Plastic Shoes",false,91399,31.39,"Beauty & Jewelery","6388 Larson Islands",8,"NH",true,"6-4-2021",63.83,"New Arthur",50.35,13.28,true,"Samantha Berge",479.60,"Female",true,1968439,"0:43:50","Considine PhD",371144,59.95
"EWallet","Small Plastic Shirt",11.72,38102,9194779,"Music","57021 Magnus View",8,"WI",3242644,"9-15-2021",true,"East Dangelotown",true,true,0.01,"Price Gutmann",324.32,"Female",96.49,"hacking","13:25:45","Wiegand-Tillman",181879,40.54
"Visa","Small Rubber Hat","online",61420,2935868,"Jewelery, Beauty & Shoes","42182 Gertrude Highway",2,"MD",5.08,"2-7-2021",4133489,"Emmerichport","ADP","open-source",67.07,"Lina Miller",30.66,"Female",30.39,"driver","2:51:24","Armstrong, Strosin and Altenwerth",225556,15.33
"Cash","Fantastic Wooden Chair",40.60,18291,"COM","Electronics & Movies","50462 Jedediah Roads",8,"NH","synthesize","8-10-2021",40.94,"Lennieside",true,true,false,"Mr. Jailyn Larkin",443.20,"Male",true,88.24,"18:12:56","Parisian, Wolff and Gorczany",974827,55.40
"Cash","Practical Granite Shirt",false,53317,2170196,"Games, Shoes & Industrial","7126 Kertzmann Inlet",6,"GA",5588757,"10-21-2021",95.94,"North Garfield",2378038,7271764,"solid state","Cristopher McCullough",444.96,"Male","index",6182892,"20:53:24","Kuphal, Spencer and Blanda",352596,74.16
"AMEX","Sleek Rubber Car",59.84,40567,"hack","Jewelery","9190 Grant Haven",3,"TN",8972407,"10-1-2021",1441145,"South Alek",3031790,3788961,6046626,"Mr. Dortha Monahan",45.15,"Male",3624646,"HDD","19:12:21","McClure, Block and Franecki",566621,15.05
"Visa","Small Plastic Gloves","multi-byte",75223,false,"Jewelery & Home","763 Clementina Circles",9,"ME",2748614,"8-29-2021",812259,"East Vincenzaside",77.12,73.69,3178156,"Josianne Klein",608.40,"Female",2997098,"THX","18:51:1","Kuphal, Spencer and Blanda",551797,67.60
"AMEX","Small Cotton Pants",2.07,54448,25.12,"Games & Electronics","502 Cummings Skyway",6,"UT",true,"10-24-2021",57.57,"Lake Mireilleshire",20.78,16.96,79.60,"Pearlie Hudson",482.94,"Male",3.07,77.86,"12:58:49","Considine PhD",802889,80.49
"Visa","Sleek Granite Shoes",6278663,34525,true,"Electronics, Tools & Beauty","664 Dion Centers",6,"NE","PNG","7-23-2021",8.62,"West Grayce",true,true,false,"Fletcher Hartmann",184.20,"Female",true,2630090,"23:4:39","Kshlerin DDS",980568,30.70
"Visa","Rustic Plastic Gloves","connect",41418,"RSS","Books & Jewelery","8053 Rudy Port",5,"SC","hack","6-10-2021",85.13,"Burdettestad","connecting","cross-platform",263820,"Christ Rice",426.30,"Male",404870,90.85,"18:15:17","Larkin-McClure",901189,85.26
"MasterCard","Fantastic Granite Computer","bluetooth",75473,92.86,"Outdoors, Health & Games","56474 Ortiz Square",10,"WI",5348342,"8-4-2021",false,"East Elsie","1080p","digital",7394163,"Zelma Nikolaus",711.40,"Male",8748459,true,"17:32:2","Parisian, Wolff and Gorczany",405770,71.14
"Cash","Small Concrete Hat",false,84373,true,"Shoes, Toys & Automotive","459 Priscilla Route",6,"TN",69.64,"10-18-2021",false,"New Maritza",54.98,41.62,8179501,"Mrs. Erin Kertzmann",368.52,"Female",3798659,true,"19:1:43","Auer V",696204,61.42
"Cash","Ergonomic Steel Shoes",false,69300,1094365,"Tools, Beauty & Clothing","503 Flatley Island",1,"WI",0.04,"9-3-2021",false,"North Fiona","redundant","online","back up","Shaylee Lockman",58.30,"Male","reboot",false,"21:1:35","McClure, Block and Franecki",963313,58.30
"EWallet","Awesome Wooden Chair",2177752,12784,7200576,"Electronics","34354 Arthur Light",1,"NJ","JSON","8-13-2021",70.02,"Chaddside","firewall","connecting","array","Miss Leone Hamill",28.81,"Male","capacitor","application","3:13:53","McClure, Block and Franecki",568176,28.81
"Visa","Gorgeous Granite Shoes","hacking",73403,44.14,"Books","64284 Herzog Land",3,"MS",7913386,"8-11-2021","mobile","Keelingburgh",7175923,3680078,43.17,"Carolyn Zboncak",48.27,"Female",78.30,false,"1:39:54","Kuphal, Spencer and Blanda",666576,16.09
"AMEX","Incredible Rubber Chair",90.55,67060,false,"Health","6194 Rey Stream",6,"OK",true,"12-17-2020",1201366,"East Cielo",29.74,89.97,8519662,"Mrs. Frankie Collier",463.62,"Male",201167,true,"21:32:2","Auer V",188755,77.27
"EWallet","Intelligent Rubber Chair",false,16231,false,"Electronics, Jewelery & Grocery","1581 Alessandra Stream",7,"IL",true,"6-2-2021",91.27,"Delilahport","HDD","parsing",false,"Miss Eloy Lakin",534.38,"Male",true,7833619,"23:37:42","Considine PhD",706612,76.34
"AMEX","Ergonomic Wooden Computer",4024196,21326,9395245,"Automotive, Games & Books","93127 Dibbert Center",4,"NH",4842140,"10-2-2021","application","Fredyside","backing up","microchip",3088484,"Bailey Lakin III",125.72,"Male",3679560,"calculate","17:21:50","Auer V",552034,31.43
"Visa","Intelligent Rubber Chair",79.64,96811,7255557,"Electronics","89893 Ledner Throughway",8,"TN",8382450,"11-23-2020",67.84,"New Jaclynhaven","1080p","synthesize",true,"Aleen Schuppe",38.16,"Female",true,66.83,"2:13:50","Auer V",992205,4.77
"Cash","Sleek Steel Table",4480055,60901,"redundant","Health, Grocery & Clothing","710 Kara Ford",7,"FL","monitor","9-28-2021",false,"Ericastad","EXE","THX",8239910,"Mrs. Daphney Tremblay",155.61,"Male",8132012,true,"12:5:32","Kshlerin DDS",787431,22.23
"AMEX","Sleek Rubber Shirt",true,77102,true,"Sports, Kids & Electronics","40249 Bruen Club",2,"KY",true,"10-12-2021",16.55,"Stammfurt",78.91,41.87,false,"Emma Langworth",163.04,"Female",false,true,"6:53:8","Parisian, Wolff and Gorczany",730051,81.52
"Cash","Awesome Cotton Table","SDD",85829,false,"Baby & Automotive","7233 Blick Summit",9,"IL",6054517,"8-5-2021",true,"Rathton",4396086,8450597,"reboot","Berneice Davis",422.82,"Male","generating",69.09,"3:27:41","Auer V",677379,46.98
"MasterCard","Intelligent Steel Car","back-end",28606,"neural","Movies & Jewelery","445 Yost Inlet",2,"MN","navigate","7-24-2021","firewall","Port Aldenport",99.56,62.53,5849661,"Vincenzo O'Hara",169.40,"Male",8224012,38.37,"7:9:47","Lakin, O'Connell and Monahan",436271,84.70
"EWallet","Gorgeous Steel Hat","AI",49329,true,"Games, Books & Tools","23222 Beier Gateway",5,"ID",5965861,"12-17-2020",37.02,"East Maxwell",1074810,4277206,"virtual","Idella Lemke",21.35,"Male","XSS","calculating","10:19:8","Kuphal, Spencer and Blanda",542016,4.27
"Cash","Small Cotton Hat",87.68,89441,true,"Movies, Beauty & Shoes","20389 Feest Motorway",10,"MN",10.53,"10-23-2021",false,"Port Kaylah",true,true,false,"Ms. Kody Kuphal",67.30,"Female",true,98.91,"3:54:41","Considine PhD",900940,6.73
"AMEX","Gorgeous Plastic Chair",39.04,19650,1.39,"Music","9779 Ova Corners",3,"SD",37.37,"8-5-2021",97.29,"Port Grace",48.12,37.49,99.96,"Mrs. Eleazar Bashirian",292.62,"Male",63.46,23.33,"10:28:35","Considine PhD",900813,97.54
"Cash","Gorgeous Wooden Pants",true,64060,3304074,"Electronics & Garden","7446 Presley Trace",2,"NY",88.13,"11-19-2020",5522866,"West Ahmed",5225580,1610568,"copying","Althea Gaylord",45.44,"Female","JSON",5856654,"6:31:6","Kuphal, Spencer and Blanda",359495,22.72
"Cash","Incredible Concrete Shoes",5958117,41781,335355,"Shoes & Home","9621 Dayne Track",5,"NE",3039222,"10-21-2021",9005210,"West Akeemview","connecting","neural",2256981,"Zane Schinner",442.50,"Male",4782067,6150052,"18:33:30","Kuphal, Spencer and Blanda",315786,88.50
"Cash","Gorgeous Granite Car","capacitor",28163,"multi-byte","Industrial, Baby & Books","6207 Howell Expressway",5,"IL","calculating","10-11-2021",73.64,"Goldnerburgh",8855092,207394,false,"Chasity Boyle",398.25,"Male",false,"monitor","3:2:23","McClure, Block and Franecki",395019,79.65
"Visa","Intelligent Plastic Car","bypass",70229,false,"Beauty","79206 Lou Islands",2,"ID",74.54,"8-6-2021",25.01,"North Elinore",87.93,47.86,false,"Elinore Dach",120.16,"Female",true,62.84,"16:57:52","Larkin-McClure",633345,60.08
"Visa","Ergonomic Concrete Chair","PCI",39830,1135742,"Kids, Jewelery & Books","90428 Fisher Road",2,"MS",true,"10-10-2021",88.29,"Beatricehaven",false,false,1.11,"Annamarie Paucek",129.28,"Male",50.57,"overriding","7:36:43","Considine PhD",304434,64.64
"Visa","Gorgeous Wooden Chair",false,74335,2325486,"Beauty, Shoes & Books","8095 Dare Track",10,"MD",89.19,"9-5-2021","SSL","Port Monserrate",1.79,91.84,"compressing","Pascale Quigley",667.60,"Female","digital",38.26,"21:18:1","Kshlerin DDS",474239,66.76
"AMEX","Intelligent Rubber Computer","capacitor",30433,"SCSI","Beauty","915 Brekke Lake",7,"CO",56.89,"2-26-2021",true,"Damonstad",2446199,1585607,3957515,"Amir Turner",352.45,"Male",4791744,45.18,"1:36:0","Lakin, O'Connell and Monahan",505050,50.35
"Cash","Sleek Plastic Hat",6000136,61432,true,"Baby & Shoes","5013 Nicolette Fall",10,"AK",19.79,"5-16-2021","THX","Port Rico",32.89,22.45,85.52,"Elias Strosin",388.10,"Female",48.44,8.47,"16:31:3","Wiegand-Tillman",816012,38.81
"Cash","Ergonomic Cotton Pants",61.05,81192,true,"Health & Jewelery","898 Barton Plaza",1,"VT",true,"8-18-2021",36.17,"Gradychester",false,false,48.96,"Clinton Daugherty",71.06,"Male",72.25,true,"12:41:58","Larkin-McClure",422824,71.06
"Visa","Small Wooden Computer",false,65883,74.02,"Garden & Shoes","8105 Gregg Loop",3,"ID",false,"3-4-2021",87.53,"Brakusland","compress","FTP",true,"Myah Marquardt MD",22.38,"Male",true,true,"14:4:40","Kuphal, Spencer and Blanda",817072,7.46
"EWallet","Awesome Plastic Chair",75.30,14471,24.82,"Sports & Kids","879 Leola Overpass",3,"VT","JBOD","10-14-2021",84.99,"West Cordia",47.94,37.61,false,"Lucious Mann",14.91,"Male",false,3256051,"13:22:24","Kshlerin DDS",377269,4.97
"MasterCard","Awesome Steel Table","quantify",99018,2200106,"Tools","88685 Stark Radial",2,"MN","online","7-4-2021",9385003,"North Rosa",7819338,5174538,8088589,"Vincent Ortiz",29.44,"Male",8238493,"wireless","7:58:40","Considine PhD",224437,14.72
"Visa","Awesome Cotton Pants","mobile",68375,4514547,"Movies & Kids","71121 Wisozk Springs",2,"AK",4099258,"8-8-2021","capacitor","Elinorstad",385260,1793983,10.27,"Lucile Abernathy I",33.74,"Female",46.24,96.70,"8:41:49","Auer V",965088,16.87
"Cash","Awesome Plastic Chair",1886065,83593,false,"Health","8655 Leda Pines",9,"OH",72.46,"10-4-2021",35.35,"West Fredy",84.96,75.11,35.08,"Dr. Johnson Crooks",101.79,"Male",97.61,true,"16:28:17","Lakin, O'Connell and Monahan",107877,11.31
"AMEX","Awesome Concrete Shirt",true,31706,99.59,"Movies & Beauty","1827 Hannah Knoll",6,"AK",true,"10-24-2021",86.10,"Skilesfort",48.27,38.41,0.87,"Ebony Volkman",293.22,"Female",60.91,984716,"9:35:33","Kuphal, Spencer and Blanda",367103,48.87
"AMEX","Fantastic Granite Table",true,12686,60.78,"Tools","924 Predovic Hill",10,"MA",96.17,"8-2-2021",8290932,"Dejaland",4847166,8124946,"online","Arno Purdy PhD",677.80,"Male","EXE",false,"10:44:54","Considine PhD",587053,67.78
"MasterCard","Rustic Granite Gloves",6356610,26421,"matrix","Kids & Computers","53380 Stark Squares",6,"MI",7239458,"10-13-2021","wireless","Jevonstad",72.45,35.61,3787243,"Vivien Jerde DDS",559.56,"Male",7593288,6336708,"12:52:18","Kshlerin DDS",848958,93.26
"EWallet","Fantastic Concrete Shoes",9402083,30454,5315283,"Industrial, Grocery & Home","8338 Waelchi Place",6,"AZ",582758,"9-12-2021","compressing","Huelsmouth","feed","back up",false,"Doug Kirlin",546.96,"Female",true,true,"22:8:53","Kuphal, Spencer and Blanda",593210,91.16
"MasterCard","Rustic Rubber Car",51.03,54672,"parsing","Toys & Tools","63106 Geo Glen",8,"NV",true,"5-7-2021",false,"North Brandon",7337555,8859889,"generate","Odell Durgan",437.04,"Male","calculating",true,"4:31:26","Kuphal, Spencer and Blanda",355308,54.63
"Cash","Sleek Wooden Chair",false,51208,65.53,"Baby","9198 Jody Freeway",9,"IA",88.59,"10-24-2021",true,"New Earnest",true,true,true,"Trycia Cassin",764.91,"Female",true,16.58,"6:26:23","Wiegand-Tillman",543868,84.99
"Cash","Incredible Plastic Pants",2192358,90313,55.01,"Grocery","159 Marlen Harbors",5,"RI",false,"9-11-2021","wireless","Port Carolanneview",true,true,5179442,"Tressie Hoppe",413.75,"Female",6397550,6966953,"2:6:55","Lakin, O'Connell and Monahan",898915,82.75
"EWallet","Ergonomic Granite Car",2049903,56104,39583,"Grocery, Music & Games","17764 Alysha Cliff",10,"NE",3644658,"7-2-2021","multi-byte","Gunnerfort",1.46,52.30,42.04,"Sigrid Zemlak",171.70,"Female",77.24,4683657,"22:37:42","Wiegand-Tillman",946966,17.17
"MasterCard","Incredible Plastic Computer",89.87,38826,"RAM","Sports & Tools","759 Erdman Street",8,"TN",75.60,"6-16-2021",3902086,"Port Quinten",25.53,88.22,true,"Mireille Mitchell",504.96,"Male",false,true,"17:15:47","Parisian, Wolff and Gorczany",177949,63.12
