State,Department,Date,Total,PaymentType,Address,Product,bus,firewall,Store,ProductPrice,Time,program,InvoiceId,capacitor,pixel,microchip,system,interface,monitor,Quantity,CustomerName,City,protocol,Gender,PostalCode
"CA","Automotive","8-13-2021",756.72,"EWallet","83723 Haley Run","Gorgeous Wooden Gloves",71.46,58.29,"Lakin, O'Connell and Monahan",94.59,"6:41:55",81.56,184498,true,6554115,2204198,57.10,19.60,70.21,8,"Walker Ledner","Blancachester",5.83,"Female",14130
"MT","Books & Games","10-12-2021",149.76,"Visa","6759 Kohler Burg","Fantastic Rubber Hat",8437995,true,"McClure, Block and Franecki",37.44,"6:20:56",true,513683,false,133769,57.26,6967118,"compressing",29.77,4,"Nathanial Ferry Sr.","Isidroborough","programming","Male",21171
"TX","Electronics & Sports","7-4-2021",188.91,"AMEX","3549 McKenzie Field","Gorgeous Plastic Shirt",78.94,"connecting","Considine PhD",62.97,"10:33:45",64.69,994426,3111253,"hack",50.40,6538284,7387903,true,3,"Marilie Crooks","Briaborough","multi-byte","Female",97567
"MA","Electronics, Garden & Jewelery","10-24-2021",110.20,"EWallet","5265 Landen Roads","Fantastic Granite Computer",false,1.63,"Parisian, Wolff and Gorczany",22.04,"7:7:50","capacitor",448728,"THX",50.31,7014712,61.17,5964111,86.38,5,"Sydni Cummings IV","Marielleshire",48.76,"Female",73016
"AZ","Games","9-2-2021",199.68,"MasterCard","287 Trantow Manors","Rustic Granite Hat",98.60,true,"Wiegand-Tillman",99.84,"2:20:2",true,365807,true,false,true,true,72.71,true,2,"Laura Blick DDS","Kreigermouth",75.57,"Male",12407
"NC","Clothing, Books & Electronics","2-16-2021",49.76,"EWallet","346 Rebeca Manors","Rustic Granite Hat",3611493,2854437,"Armstrong, Strosin and Altenwerth",12.44,"3:4:18",31.38,796296,83.69,"redundant",true,4074828,86.97,3377689,4,"Eugene Beer","Timothyside",8223593,"Female",84197
"SD","Grocery","9-19-2021",157.64,"Cash","92264 Selina Roads","Fantastic Wooden Gloves","quantifying","auxiliary","Armstrong, Strosin and Altenwerth",22.52,"8:4:10",82.06,907198,3653060,1914994,2174165,true,284699,true,7,"Mrs. Gwen Gleason","Nicolasmouth","TCP","Female",80032
"ID","Garden, Games & Music","9-29-2021",220.32,"AMEX","355 Stehr Forge","Fantastic Rubber Computer",true,6.54,"Wiegand-Tillman",36.72,"6:18:17","online",613806,4484896,55.21,17.96,6195909,4794518,29.80,6,"Santos Collier","Port Marty",true,"Female",84253
"MN","Industrial","8-6-2021",188.44,"EWallet","4873 Hayes Pass","Fantastic Steel Table",79.26,68.99,"Lakin, O'Connell and Monahan",94.22,"16:38:19",92.87,432686,true,true,4.69,false,29.93,80.76,2,"Gregoria Jast DDS","Weimannview","copying","Female",16663
"OH","Kids","10-11-2021",216.30,"EWallet","6990 Daphne Gardens","Practical Plastic Chair","FTP","online","McClure, Block and Franecki",43.26,"0:28:19","SAS",517968,true,false,1878237,"cross-platform",24.43,"synthesizing",5,"Jeramy Nitzsche","South Adambury",9114436,"Female",18742
"CT","Games, Computers & Health","8-27-2021",671.85,"AMEX","641 Kiana Squares","Gorgeous Steel Shirt",1713484,"navigating","Considine PhD",74.65,"23:55:54",55.76,923653,18.35,629466,9404631,4641870,"synthesizing",6807169,9,"Roselyn Bauch","Wilmerland",2241712,"Male",92657
"IN","Electronics & Movies","6-12-2021",147.30,"AMEX","358 Becker Flat","Awesome Steel Computer","reboot",true,"Lakin, O'Connell and Monahan",14.73,"4:28:55",1861233,894797,"hack",true,true,"reboot","bypassing",50.10,10,"Ronaldo Hilpert","East Alessandra",false,"Male",78156
"UT","Toys & Electronics","9-26-2021",109.48,"EWallet","348 Jannie Lakes","Small Plastic Chair","JBOD",88.54,"Considine PhD",54.74,"8:51:54","transmitting",321132,"primary",35.36,3381749,48.07,37.81,73.39,2,"Gay Hermann","South Isaac",false,"Male",36980
"SC","Jewelery","10-24-2021",171.33,"AMEX","19843 Kiel Hills","Sleek Cotton Car",true,9.44,"Kuphal, Spencer and Blanda",57.11,"0:36:23",72.33,790851,534402,true,true,34.79,true,33.72,3,"Dr. Liliane Konopelski","Shaniebury",true,"Male",29856
"MS","Sports","4-16-2021",253.86,"MasterCard","9374 Jermaine Locks","Incredible Cotton Computer",1066520,true,"Parisian, Wolff and Gorczany",84.62,"8:54:27","ADP",991121,82.12,false,3370775,true,true,2420969,3,"Karelle Jast III","East Jerryside","hack","Female",89465
"KY","Sports","10-8-2021",52.47,"MasterCard","2883 Marks Cove","Intelligent Concrete Shirt",true,3069009,"Armstrong, Strosin and Altenwerth",17.49,"4:20:14","USB",826693,15.57,5451247,8060612,4621654,true,436425,3,"Mr. Rebeca Feest","Ziemebury",4.06,"Male",15644
"NV","Games, Shoes & Jewelery","3-28-2021",173.24,"Visa","24534 Gutkowski Lodge","Intelligent Concrete Table","generating",8198949,"Kshlerin DDS",86.62,"2:41:59","indexing",218142,9259649,25.72,15.00,true,"bluetooth",true,2,"Frederic Hodkiewicz","Crookshaven",false,"Male",72431
"MD","Shoes & Health","7-18-2021",140.37,"MasterCard","8721 Jerrod Keys","Incredible Rubber Car",49.41,false,"Parisian, Wolff and Gorczany",46.79,"20:54:55",false,468225,25.85,88.63,48.42,10.89,true,false,3,"Cali Abbott","Wizaview",true,"Female",36603
"MN","Baby & Shoes","3-29-2021",235.27,"EWallet","25716 Kennedi Plain","Incredible Plastic Computer",73.37,"EXE","Armstrong, Strosin and Altenwerth",33.61,"3:12:51","quantify",387564,2856793,false,false,false,97.71,57.41,7,"Mr. Elmo Cole","Aufderharborough","back up","Male",26120
"NJ","Baby & Shoes","8-8-2021",641.20,"AMEX","6790 Cummings Route","Fantastic Granite Gloves",9395631,"alarm","Considine PhD",80.15,"10:46:27",71738,498642,5521122,9432683,6854766,"programming","1080p",80.91,8,"Rahul Denesik","North Delaneyview",6863456,"Female",97148
"ND","Computers","9-16-2021",80.65,"AMEX","9559 Heidenreich Expressway","Practical Rubber Shoes",1950305,1731530,"Parisian, Wolff and Gorczany",16.13,"15:44:44",false,217706,65.66,"XML",898882,"back-end","generating",6951916,5,"Kelton Hudson","West Michealhaven",26.68,"Female",97062
"SC","Home, Baby & Shoes","7-26-2021",83.76,"Cash","537 D'Amore Lodge","Fantastic Cotton Pants",12.98,"ADP","Wiegand-Tillman",41.88,"7:27:20","protocol",311541,false,49.45,11.39,74.78,true,false,2,"Mrs. Araceli Kautzer","New Xavier",47.49,"Male",52649
"OK","Electronics, Garden & Books","10-21-2021",154.47,"Visa","466 Miller Spring","Incredible Plastic Gloves",false,36.44,"Kuphal, Spencer and Blanda",51.49,"21:50:32",59.51,135278,22.26,8.49,"indexing",35.07,84.55,"bypass",3,"Jeffrey Hamill","Lake Artport",83.24,"Female",94343
"CA","Home, Shoes & Automotive","10-20-2021",7.15,"EWallet","760 Ivah Junction","Ergonomic Wooden Shirt",39.87,false,"Auer V",7.15,"3:8:44",547248,507185,89.03,52.14,1.76,4449573,true,2171008,1,"Mrs. Maxime Schoen","Rathborough",3852926,"Male",56592
"MA","Tools","9-8-2021",199.12,"Cash","46700 Cole Track","Awesome Plastic Pants",4330907,8523784,"Armstrong, Strosin and Altenwerth",24.89,"9:34:48","navigate",607171,48.54,"back up",9277143,25.20,9189899,2466996,8,"Kyler Schumm","Port Reymundoville",7854432,"Male",32412
"FL","Books, Sports & Computers","10-13-2021",11.60,"AMEX","26572 Gislason Keys","Sleek Rubber Car","calculating","navigating","Lakin, O'Connell and Monahan",1.16,"15:28:48","firewall",936595,"transmitting","index",94.91,"generate",34.62,97.96,10,"Darrin Bahringer","Cordellfort",33.49,"Male",80585
"VT","Health","8-16-2021",267.20,"Cash","3725 Laurie Route","Practical Wooden Table",false,6.64,"Kuphal, Spencer and Blanda",53.44,"22:56:17",false,881038,false,false,45.83,81.80,false,false,5,"Miles Herman I","West Simeonside",54.44,"Male",51265
"PA","Garden & Kids","10-17-2021",258.05,"AMEX","41705 Emmet Key","Sleek Cotton Computer",40.55,2.93,"Lakin, O'Connell and Monahan",51.61,"9:26:29",38.91,722558,false,true,false,1.97,91.21,false,5,"Rita Brekke","East Ophelia",77.43,"Female",93836
"TN","Outdoors","2-7-2021",177.48,"EWallet","37214 Melvin Brooks","Intelligent Steel Computer","compress",true,"Lakin, O'Connell and Monahan",29.58,"3:1:13",false,847380,6586942,8442381,false,1700251,85.17,256101,6,"Rahul Fadel","South Alysaborough","transmit","Female",26367
"NC","Toys","6-29-2021",12.20,"Visa","24368 Purdy Green","Intelligent Granite Car","bypassing","cross-platform","Armstrong, Strosin and Altenwerth",3.05,"6:16:44","neural",797804,"TCP","cross-platform",41.83,"neural",5922783,2115813,4,"Brandt Carroll","Aufderharmouth",4573772,"Male",74462
"IL","Clothing & Garden","10-23-2021",190.92,"Cash","4097 Joesph Brook","Practical Concrete Gloves",5223501,20080,"McClure, Block and Franecki",47.73,"19:28:54",7546195,666362,true,612550,"calculating","optical",true,"virtual",4,"Ella Price","Shermanmouth","panel","Female",90738
"NM","Health, Toys & Kids","8-2-2021",151.90,"EWallet","2528 Lonie Mountain","Incredible Rubber Hat",40.78,30.04,"Auer V",30.38,"6:58:2",66.01,458673,false,"optical",39.14,1.71,"index","program",5,"Yazmin Corwin","Kirlinland",50.75,"Female",17859
"IN","Baby","7-4-2021",243.18,"MasterCard","6872 Aida Row","Awesome Plastic Chair",false,false,"McClure, Block and Franecki",34.74,"13:45:42",true,111297,"haptic",false,4511831,5578849,8652130,"hack",7,"Roman Russel","Janicemouth",11.00,"Male",54962
"MS","Sports, Toys & Beauty","6-6-2021",783.10,"Visa","7476 Tod Burg","Ergonomic Cotton Shoes","COM",false,"Auer V",78.31,"18:8:38",56.53,232806,"backing up",false,8600,5725487,2946607,4626504,10,"Mrs. Fernando Kunze","Treutelborough",1483876,"Female",33610
"ID","Grocery, Jewelery & Health","6-26-2021",99.63,"EWallet","753 Langosh Wall","Incredible Steel Gloves","AI","quantify","Auer V",11.07,"5:55:54","navigating",979989,"transmitter","overriding",25.72,88.67,51.43,11.57,9,"Dr. Ena Rodriguez","Sipesview",8678258,"Male",97635
"TN","Music","10-23-2021",0.68,"Visa","778 Noelia Point","Intelligent Wooden Chair","navigate",73.45,"Auer V",0.34,"23:53:27",false,999542,71.73,31.95,true,false,false,false,2,"Madelynn Lynch","Lake Jacinto",true,"Male",72860
"TN","Grocery, Garden & Beauty","9-21-2021",344.40,"Cash","9178 Thompson Mills","Sleek Steel Shoes",89.81,3886532,"Larkin-McClure",43.05,"16:59:31",true,581633,38.52,"FTP","THX",4068338,"override",64.61,8,"Nils Littel","Newellbury",3555901,"Female",84296
"WI","Outdoors & Electronics","7-26-2021",16.92,"AMEX","3395 Brenden Plains","Fantastic Steel Chair",86.77,"FTP","Armstrong, Strosin and Altenwerth",4.23,"19:15:26",5834180,857409,"synthesizing",95.49,"optical",true,1799531,"auxiliary",4,"Myron Brekke","Lake Clemmie",false,"Male",96014
"WA","Tools, Computers & Garden","6-25-2021",170.60,"AMEX","875 Johns View","Gorgeous Concrete Table","capacitor",5060022,"Kuphal, Spencer and Blanda",42.65,"7:12:23","quantifying",597210,2436911,746158,6332640,4506112,"synthesize","navigating",4,"Joy Dietrich","Ondrickaville",false,"Female",57765
"ME","Grocery & Kids","8-12-2021",299.13,"MasterCard","7218 Norwood Ferry","Ergonomic Granite Shirt",83.48,7748211,"Lakin, O'Connell and Monahan",99.71,"6:22:16",69.34,332975,"panel",95.36,"transmit",4117491,false,8425817,3,"Marcos Dickens","Cruickshankborough",false,"Female",80217
"KS","Grocery & Computers","10-17-2021",51.20,"MasterCard","46743 Murazik Falls","Intelligent Cotton Table",80.58,true,"Considine PhD",10.24,"21:38:30",true,266598,65.03,false,true,68.47,true,false,5,"Katlynn Jast","Jedfort","parsing","Male",55778
"CT","Clothing & Shoes","2-17-2021",72.58,"Visa","5251 Destin Row","Fantastic Plastic Shoes",true,4426883,"Parisian, Wolff and Gorczany",72.58,"6:21:35",1607375,120601,3122904,true,453769,1772840,"quantifying",5331191,1,"Rosemarie Lemke","Eleanoreshire",3909452,"Male",67105
"NM","Industrial, Jewelery & Shoes","9-12-2021",72.64,"Cash","2561 Ari Dale","Awesome Concrete Table","back-end","capacitor","Lakin, O'Connell and Monahan",18.16,"18:7:53",false,600529,"cross-platform","SAS",3160068,27.96,"circuit",4937894,4,"Miss Sonny Swift","West Colby",86.60,"Male",23592
"HI","Home, Garden & Tools","10-15-2021",260.95,"AMEX","54626 Dolly Springs","Practical Steel Pants","optical","quantifying","Considine PhD",52.19,"6:22:38","ADP",786191,true,5813077,false,true,"sensor",1875150,5,"Mertie Ziemann","Hauckmouth","circuit","Male",21559
"WA","Kids, Industrial & Outdoors","10-4-2021",382.76,"MasterCard","76867 Schneider Mount","Intelligent Concrete Shoes",3618585,true,"Wiegand-Tillman",54.68,"18:34:36",2.50,927975,false,false,48.02,true,false,"calculating",7,"Charlie Goldner","Port Melanyhaven",59.48,"Male",83436
"MA","Industrial & Books","4-30-2021",133.44,"AMEX","712 Lillie Inlet","Small Plastic Hat",true,false,"Lakin, O'Connell and Monahan",44.48,"2:32:48",true,441637,38.27,true,2654201,true,true,2722097,3,"Kitty Dicki","Sauerview",4770635,"Male",54957
"MA","Tools","8-14-2021",953.90,"Visa","409 Tremblay Trace","Intelligent Wooden Car",938087,"feed","Auer V",95.39,"5:36:11",55.16,393197,"AI",false,"microchip",17.43,4488099,"synthesizing",10,"Ardella Rohan","Port Emiliano",4652277,"Male",21625
"WI","Clothing & Grocery","10-8-2021",428.60,"EWallet","9906 King Crest","Sleek Rubber Shirt",1296445,8118555,"Kuphal, Spencer and Blanda",42.86,"18:17:16",4785588,401670,"synthesizing","feed",24.78,false,"bluetooth",false,10,"Monica Hessel","West Kathleenmouth",33.09,"Female",28096
"NJ","Home & Grocery","7-1-2021",462.18,"AMEX","730 Jovanny Shoal","Rustic Wooden Shoes",93.28,55.23,"McClure, Block and Franecki",77.03,"15:24:26",7736973,777289,true,"AGP",64.51,"virtual",9174768,false,6,"Mitchell Anderson","Jonesborough",true,"Male",96915
"MO","Games, Health & Baby","2-19-2021",310.50,"AMEX","4827 Schaden Lake","Small Rubber Table",49.30,476552,"Armstrong, Strosin and Altenwerth",34.50,"9:49:8",false,964816,24.77,5062419,true,true,2932147,true,9,"Irma Cartwright","New Destanyfort","cross-platform","Male",75054
"KS","Industrial, Music & Kids","10-24-2021",564.48,"EWallet","933 German Coves","Practical Cotton Table",false,true,"Wiegand-Tillman",94.08,"18:33:40",6483678,839351,27.84,"transmitting","connect",7119956,"quantifying",89.71,6,"Ignacio O'Reilly","New Luis",50.08,"Female",61951
"MT","Books","8-14-2021",101.60,"AMEX","61603 Upton Expressway","Intelligent Concrete Table",8775019,2545677,"Considine PhD",25.40,"2:17:39",8607178,104051,"auxiliary",20.96,8984019,"connect","card",56.66,4,"Ms. Edward Dibbert","North Garnet",true,"Male",75950
"TX","Jewelery, Music & Baby","8-22-2021",438.30,"EWallet","23269 Arnaldo Road","Practical Steel Computer",6560963,"IB","Lakin, O'Connell and Monahan",87.66,"15:10:59","SDD",653480,false,88.10,883179,5937168,true,false,5,"Nina Weissnat I","Lake Mohamedland",false,"Male",50676
"ME","Clothing","5-24-2021",298.08,"MasterCard","8929 Augustus Village","Sleek Wooden Shirt",false,false,"Lakin, O'Connell and Monahan",74.52,"8:10:17",true,207287,87.83,50.94,0.63,true,true,false,4,"Jeanne Nolan","Kevinhaven",6808290,"Male",85705
"HI","Garden","9-9-2021",308.08,"Visa","17058 Schaden Ford","Intelligent Plastic Computer",88.84,4564906,"McClure, Block and Franecki",38.51,"3:33:8",4841622,475856,37.51,"sensor","card","back-end",73.60,"bypassing",8,"Vincenzo Koss Jr.","Lake Kendallfort",59.41,"Male",30257
"MS","Baby","10-16-2021",997.50,"Cash","338 Eric Tunnel","Incredible Steel Shirt","firewall",false,"Larkin-McClure",99.75,"5:5:42","bus",267132,true,"driver","SDD",52.81,2201660,747963,10,"Albertha Tremblay","Carrollside","FTP","Male",52246
"CA","Garden & Grocery","4-1-2021",377.64,"EWallet","70300 Ricardo Lock","Rustic Wooden Chair",4446770,9141109,"Kuphal, Spencer and Blanda",41.96,"9:7:10",5340365,376472,"parsing",4662836,8109519,63.79,953652,6792964,9,"Keshaun Runolfsson V","West Herbert",7883867,"Male",58789
"SD","Toys","8-15-2021",336.54,"EWallet","6784 Casey Way","Practical Cotton Chair",1216996,"input","Kuphal, Spencer and Blanda",56.09,"20:37:11",98816,444168,84.14,46.88,true,true,47.20,false,6,"Joan Hoppe","South Favian",45.81,"Male",82850
"OR","Books, Shoes & Sports","9-9-2021",101.91,"Cash","2649 Fredrick Ridges","Practical Rubber Computer",true,94.58,"McClure, Block and Franecki",33.97,"0:29:49",18.06,352607,true,67.69,"bus",false,5809011,false,3,"Ms. Ila Lehner","Schillerbury",607712,"Male",54445
"LA","Health & Shoes","9-14-2021",335.50,"AMEX","4410 Ashlynn Rue","Rustic Granite Car",true,492171,"Considine PhD",33.55,"23:38:9",84.97,347493,"SQL",false,3440942,1034676,8201813,11.69,10,"Marjory Roberts","Lake Garnettside","pixel","Male",64314
"NY","Beauty & Grocery","7-22-2021",1.96,"AMEX","9613 Everette Glen","Sleek Concrete Gloves",false,true,"McClure, Block and Franecki",0.49,"10:27:55",22.66,578734,19.16,42.59,78.55,true,38.16,false,4,"Dr. Euna Grant","Bashiriantown",5495034,"Male",82930
"MD","Industrial & Baby","10-8-2021",195.40,"Cash","9006 Santiago Lights","Ergonomic Rubber Gloves","synthesizing",true,"Lakin, O'Connell and Monahan",39.08,"7:34:52",false,267687,80.97,43.32,3.16,"application",640894,2288674,5,"Valentina O'Conner","Leannontown",3580736,"Female",86963
"WV","Industrial","10-20-2021",337.28,"Visa","7058 Oscar Creek","Ergonomic Granite Computer","JBOD","digital","Auer V",42.16,"3:16:59","back up",329117,3.61,"override","program",false,"AGP",6577584,8,"Isadore Ledner","Johnsonview","transmitting","Female",80047
"ND","Tools","12-18-2020",184.03,"EWallet","756 Simone Park","Fantastic Wooden Shoes",80.40,42.68,"Lakin, O'Connell and Monahan",26.29,"12:8:6",66.54,698676,4012273,false,false,3647191,true,27.52,7,"David O'Conner","Wittingberg",false,"Male",21430
"IL","Music","9-24-2021",91.48,"MasterCard","67587 Stracke Glens","Ergonomic Plastic Gloves",538119,true,"Parisian, Wolff and Gorczany",91.48,"6:48:0","navigate",726821,19.17,"bandwidth","RSS",false,52.37,true,1,"Harmony Thiel DVM","Bruenport",false,"Female",29381
"MT","Outdoors & Movies","7-6-2021",57.84,"EWallet","32489 Heather Flat","Sleek Concrete Table",30.41,"copying","Lakin, O'Connell and Monahan",7.23,"22:56:53",89.79,220327,true,42.03,false,false,589040,7327422,8,"Ms. Damien Torp","Lanetown",40.45,"Female",17111
"MA","Games, Grocery & Beauty","9-19-2021",112.68,"Visa","30936 Amira Mission","Incredible Rubber Computer",7130181,9060271,"Larkin-McClure",28.17,"6:52:22",29.54,317986,91.49,"online",14.40,"capacitor",false,6642237,4,"Henri Rempel","Haleighborough","bandwidth","Male",89639
"MA","Outdoors, Health & Jewelery","8-6-2021",251.25,"EWallet","89752 Jaskolski Centers","Incredible Rubber Hat",true,"programming","Parisian, Wolff and Gorczany",83.75,"9:47:26",true,300313,"driver",false,false,2124430,8188090,417427,3,"Ferne Mayer","Howemouth",880264,"Female",43456
"AK","Movies","7-28-2021",96.32,"EWallet","232 Sanford Junction","Ergonomic Concrete Shirt","EXE",true,"Lakin, O'Connell and Monahan",24.08,"14:10:9",2196825,508734,81.83,5863620,31.69,"digital",true,"array",4,"Nils Lang","South Jermeyberg",true,"Male",39080
"ID","Music & Outdoors","8-20-2021",94.95,"EWallet","8743 Conroy Canyon","Sleek Cotton Shoes",9.35,72.90,"Lakin, O'Connell and Monahan",10.55,"2:39:14",true,312357,94.58,true,8.18,71.04,60.41,3.54,9,"Mrs. Riley Turner","North Devynmouth",236722,"Female",38307
"IL","Books, Outdoors & Industrial","7-10-2021",438.96,"Cash","638 Rodriguez Skyway","Ergonomic Plastic Pants",49.87,11.85,"Wiegand-Tillman",54.87,"10:42:1","SCSI",494900,"open-source",61.30,7618739,false,3401529,false,8,"Yazmin Hegmann","South Deshawn","THX","Female",26395
"MS","Kids, Toys & Movies","10-14-2021",710.10,"AMEX","83249 Botsford Bypass","Intelligent Wooden Computer",46.15,5798766,"McClure, Block and Franecki",78.90,"15:19:19","copy",223693,true,"RAM",44.51,"application",58.12,3593972,9,"Amanda Runolfsson","New Nikkiview",3451218,"Female",46182
"WI","Industrial & Games","9-15-2021",12.66,"AMEX","5555 Domenick Shoal","Gorgeous Granite Table",false,false,"Considine PhD",4.22,"10:16:9",false,261771,"PNG",false,false,92.08,false,false,3,"Florida Okuneva","East Tedhaven",true,"Male",57941
