hard drive,sensor,Department,ProductPrice,Gender,Date,Time,City,PaymentType,Total,microchip,Address,Store,InvoiceId,hard drive,PostalCode,port,Quantity,State,Product,CustomerName,port
1259689,4750334,"Home & Music",80.35,"Female","2-13-2021","22:50:35","New Aida","Cash",723.15,8188818,"923 Mossie Groves","Considine PhD",897662,8146923,73878,"AGP",9,"MA","Sleek Rubber Hat","Jailyn Feest","calculate"
1081635,true,"Tools, Outdoors & Games",5.74,"Male","5-9-2021","5:34:39","Bruenland","MasterCard",22.96,56.94,"59043 Franecki Pike","Armstrong, Strosin and Altenwerth",821223,5924340,42045,65.62,4,"NY","Ergonomic Steel Pants","Geo Kilback",89.07
true,58.23,"Computers, Home & Tools",38.17,"Male","8-30-2021","21:48:31","West Nikohaven","Cash",152.68,27.52,"6341 Ignatius Crossroad","Considine PhD",961439,true,99980,true,4,"CA","Rustic Rubber Pants","Candelario Swift",true
92.44,43.00,"Industrial",38.50,"Female","10-24-2021","0:16:32","North Fanny","EWallet",308.00,52.60,"5832 Hilton Oval","Wiegand-Tillman",545834,75.49,78472,false,8,"ME","Fantastic Wooden Computer","Lempi Boyle",true
"EXE","generating","Books, Shoes & Health",19.62,"Female","10-21-2021","4:24:5","Wittingtown","Cash",196.20,"parse","54367 Domenick Trail","Larkin-McClure",912729,"override",36476,95.79,10,"CA","Intelligent Granite Gloves","Miss Monserrat Ondricka",19.67
"hard drive",98.12,"Books & Movies",71.13,"Female","10-11-2021","15:34:56","North Marquisport","Cash",640.17,"microchip","412 Will Ports","Parisian, Wolff and Gorczany",279313,"FTP",58120,11.62,9,"PA","Intelligent Concrete Car","Howell Steuber",84.45
1754362,"programming","Automotive, Books & Shoes",82.13,"Female","8-24-2021","8:22:0","Lefflerport","Visa",739.17,"synthesize","501 Rory Springs","Kuphal, Spencer and Blanda",442545,7271956,12426,"virtual",9,"SC","Ergonomic Steel Pants","Jonathan Kris","overriding"
false,49.43,"Clothing & Tools",49.97,"Male","9-26-2021","4:35:41","East Bradly","EWallet",299.82,19.56,"5673 Marquardt Islands","Parisian, Wolff and Gorczany",533379,false,13232,6.10,6,"OR","Fantastic Concrete Shoes","Carleton Mayert",29.54
false,3417127,"Electronics",53.02,"Female","7-14-2021","12:5:18","Nicolasburgh","EWallet",318.12,27.95,"16456 Reinhold Dale","McClure, Block and Franecki",458065,true,93772,52.89,6,"KS","Awesome Rubber Shirt","Joesph Casper",76.35
65.70,"connect","Toys",66.07,"Male","7-8-2021","11:12:34","Port Osbornetown","Cash",132.14,false,"7451 Henry Loop","Wiegand-Tillman",542090,48.37,83901,true,2,"MI","Gorgeous Wooden Shoes","Noemy Glover",false
49.90,3336193,"Health",84.15,"Male","9-20-2021","8:2:30","Port Hettieside","EWallet",841.50,"port","902 Aurelia Village","Larkin-McClure",983501,33.15,56169,"navigate",10,"MI","Ergonomic Wooden Chair","Joshua Schumm","synthesize"
7.93,5677333,"Beauty & Kids",11.47,"Female","11-25-2020","22:56:6","Skyeburgh","AMEX",91.76,"navigate","670 Jana Divide","Parisian, Wolff and Gorczany",714148,62.61,98769,true,8,"WA","Rustic Concrete Pants","Hobart Kirlin I",false
0.02,true,"Books & Beauty",55.68,"Male","8-28-2021","9:35:59","Bechtelarfurt","EWallet",556.80,true,"707 Torphy Islands","McClure, Block and Franecki",438791,95.16,19705,82.17,10,"MO","Awesome Granite Chair","Hosea Graham",5.65
true,true,"Books, Health & Outdoors",91.51,"Male","10-17-2021","20:15:54","Claudfort","Visa",366.04,83.93,"9720 Pouros Squares","Wiegand-Tillman",387813,false,56017,true,4,"TX","Small Wooden Table","Bernadette Glover",false
7.95,148328,"Computers",29.44,"Male","12-4-2020","1:31:54","Walterborough","AMEX",176.64,false,"707 Gibson Crossroad","Armstrong, Strosin and Altenwerth",334917,90.23,19513,53.47,6,"UT","Rustic Steel Shoes","Andy Lynch",89.04
8687590,"SMS","Books",84.77,"Male","10-7-2021","11:0:11","Josiahland","MasterCard",762.93,true,"8825 Krajcik Locks","Wiegand-Tillman",776195,2079401,25147,"capacitor",9,"ND","Small Rubber Pants","Will Bayer","neural"
60.60,false,"Automotive",90.18,"Male","2-27-2021","17:11:52","New Tamara","AMEX",901.80,true,"178 McClure Summit","McClure, Block and Franecki",100097,15.32,68210,"hack",10,"AR","Fantastic Plastic Shirt","Amelie Connelly","interface"
3833098,true,"Music, Movies & Computers",56.20,"Female","7-2-2021","8:43:18","Kilbacktown","Visa",281.00,"ADP","8737 Valentin Key","Larkin-McClure",520725,195652,75037,25.65,5,"AK","Ergonomic Concrete Shirt","Ms. Albertha Kuvalis",61.99
433794,true,"Jewelery & Outdoors",14.77,"Female","9-4-2021","13:36:14","Andrechester","Visa",14.77,false,"370 Wiley Dam","McClure, Block and Franecki",990712,4347413,90787,"connecting",1,"WY","Gorgeous Concrete Pants","Kiel Hayes","synthesizing"
true,"back-end","Electronics",88.84,"Male","9-19-2021","8:37:19","Moorefurt","MasterCard",355.36,false,"19094 Smitham Well","McClure, Block and Franecki",791001,true,63560,false,4,"NM","Awesome Cotton Pants","Ms. Oma Nitzsche",false
7176306,false,"Jewelery",15.92,"Female","10-19-2021","17:0:1","Kihnborough","AMEX",15.92,true,"28199 Caesar Drive","Kuphal, Spencer and Blanda",485583,2884088,22267,59.04,1,"WY","Small Granite Table","Billie Simonis",55.49
57.47,6845313,"Tools, Health & Industrial",57.36,"Male","8-31-2021","2:25:11","North Amina","Cash",172.08,false,"885 Blake Meadows","Wiegand-Tillman",777163,76.62,34888,true,3,"SC","Sleek Wooden Shirt","Gia Kertzmann",false
20.68,"compressing","Toys",24.29,"Male","10-24-2021","12:42:50","New Bridgette","MasterCard",72.87,false,"42824 Neha Avenue","Kuphal, Spencer and Blanda",613544,76.58,93620,"GB",3,"MI","Practical Granite Chair","Alexane Schmeler","synthesize"
false,"quantify","Jewelery, Baby & Tools",68.48,"Female","9-4-2021","2:36:7","South Katherine","Cash",273.92,46.79,"1739 Bailee Mission","Kshlerin DDS",840588,true,85042,71.66,4,"AZ","Practical Steel Gloves","Jennifer Schinner",68.50
"copying","program","Automotive & Books",82.70,"Male","9-26-2021","3:11:47","South Quinn","AMEX",496.20,"online","56771 Mario Village","Kshlerin DDS",534656,"compressing",25782,false,6,"DE","Fantastic Steel Table","Carrie Rau",false
58.50,false,"Home",64.98,"Female","10-16-2021","19:13:23","East Robertatown","AMEX",129.96,"program","72919 Mortimer Brook","Kuphal, Spencer and Blanda",192255,6.29,98956,"firewall",2,"VA","Ergonomic Concrete Shirt","Euna Hand","USB"
"hacking",1373646,"Clothing, Computers & Beauty",80.08,"Male","10-2-2021","16:18:4","North Hayley","MasterCard",160.16,783279,"3658 Breitenberg Grove","Parisian, Wolff and Gorczany",901789,"XSS",75713,"hack",2,"TN","Fantastic Granite Computer","Destini Haley Sr.","THX"
"AGP",2599210,"Toys",69.38,"Female","7-13-2021","10:5:12","East Americaborough","EWallet",346.90,6131455,"768 Koelpin Mill","Kshlerin DDS",178134,"bypassing",32331,true,5,"TX","Rustic Rubber Shoes","Ms. Jared Ledner",false
12.82,7406234,"Grocery, Kids & Jewelery",31.08,"Male","10-6-2021","23:40:48","North Louie","Visa",279.72,false,"5614 Heidi Port","Parisian, Wolff and Gorczany",431584,54.91,54552,"back-end",9,"NY","Gorgeous Granite Shirt","Robyn Tromp V","navigating"
62.40,3398203,"Beauty, Games & Clothing",57.22,"Female","5-25-2021","19:24:17","East Dorotheaburgh","Cash",457.76,948327,"63304 Shaun Ferry","Kuphal, Spencer and Blanda",356962,56.83,70504,77.89,8,"NJ","Small Steel Table","Marielle Cassin",65.50
8479071,"compressing","Electronics, Kids & Movies",21.35,"Male","10-15-2021","19:17:18","Port Junemouth","EWallet",128.10,6.61,"41251 Russel Dam","McClure, Block and Franecki",706271,2096051,58713,true,6,"HI","Small Rubber Gloves","Dr. Afton Rempel",false
4764403,8431450,"Books & Games",3.71,"Male","10-20-2021","3:35:46","East Helenside","AMEX",25.97,8270003,"444 Huels Highway","McClure, Block and Franecki",799617,3319807,98328,15.69,7,"AZ","Ergonomic Granite Shoes","Francesca Heaney Sr.",38.89
27.53,false,"Industrial",91.87,"Male","6-5-2021","5:51:6","North Jarredport","EWallet",183.74,false,"55884 Bethany Estate","Auer V",835954,84.20,48878,true,2,"ME","Gorgeous Plastic Gloves","Estelle Langworth",true
"calculating",8.78,"Industrial & Grocery",89.98,"Female","4-27-2021","4:59:32","East Pauline","MasterCard",449.90,55.07,"99455 Rogahn Rue","Armstrong, Strosin and Altenwerth",342131,"card",81076,6600614,5,"IL","Practical Steel Car","Demarco Champlin",303161
false,false,"Games & Toys",88.57,"Male","5-22-2021","22:32:47","Hillsshire","AMEX",531.42,9294871,"396 Jessika Burgs","Armstrong, Strosin and Altenwerth",542748,false,31392,32.82,6,"OH","Awesome Concrete Table","Santos Senger",41.82
true,"SDD","Books, Computers & Shoes",49.93,"Male","8-20-2021","18:20:55","Binsville","Visa",199.72,5727524,"9041 Christiansen Road","Auer V",818798,false,52993,"USB",4,"SC","Intelligent Steel Computer","Pinkie Gerhold","AI"
82.44,"wireless","Electronics",66.33,"Female","8-13-2021","1:35:21","Gabrielleport","AMEX",464.31,false,"1043 Khalid Plaza","Auer V",558937,17.72,92397,54.05,7,"MN","Incredible Wooden Table","Dedric Stiedemann",50.16
true,3000412,"Clothing",84.02,"Male","8-7-2021","8:53:30","West Kailynberg","EWallet",336.08,55.36,"17855 Shanahan Roads","Kuphal, Spencer and Blanda",321153,true,98984,false,4,"UT","Small Rubber Pants","Manley Ratke",false
true,"virtual","Home & Toys",57.47,"Male","6-21-2021","15:57:3","Ardithville","Visa",114.94,"GB","4073 Mitchell Parkways","Considine PhD",697751,false,92572,false,2,"IA","Ergonomic Wooden Table","Addie Dicki",true
false,27.93,"Toys",12.49,"Male","6-25-2021","3:44:54","Josianeside","Cash",24.98,"SCSI","237 DuBuque Rest","Wiegand-Tillman",482682,true,68883,83.04,2,"MT","Practical Plastic Chair","Brooke Lowe Sr.",18.98
1962407,true,"Home",94.66,"Female","10-18-2021","16:18:51","Strosinshire","MasterCard",757.28,58.19,"43316 Trantow Hills","Kshlerin DDS",160390,2361784,18045,6175649,8,"IL","Intelligent Concrete Shirt","Shayne Rosenbaum",1909327
"online",false,"Electronics & Home",2.32,"Male","4-25-2021","3:51:36","Stoltenbergland","MasterCard",4.64,69553,"60456 Yasmeen Lakes","Parisian, Wolff and Gorczany",825534,"bus",33805,5001910,2,"TN","Fantastic Rubber Chair","Gaston Leannon",9013188
"open-source",false,"Sports",67.33,"Female","9-6-2021","17:40:47","Amieport","MasterCard",605.97,6402793,"33884 Hayes Route","Auer V",783024,"generating",31207,"RSS",9,"ME","Incredible Cotton Car","Jean Ryan","FTP"
false,1299229,"Jewelery & Shoes",85.82,"Female","6-8-2021","12:30:12","North Margarita","Visa",429.10,"multi-byte","6246 Bosco Landing","Kshlerin DDS",773772,true,78298,71.85,5,"IA","Sleek Plastic Car","Arvel Walsh",7.80
46.56,true,"Kids, Movies & Beauty",75.86,"Male","10-13-2021","5:39:39","Port Serenity","Cash",606.88,6.74,"13522 Grimes Drives","Auer V",874366,29.61,90541,true,8,"TX","Practical Concrete Shoes","Miss Lavinia Sanford",false
59.14,21.45,"Shoes",21.92,"Male","6-16-2021","7:27:28","Tayafurt","Cash",175.36,91.58,"51735 Eldora Mission","McClure, Block and Franecki",227680,53.94,51382,496256,8,"ME","Practical Granite Car","Mr. Darryl Corkery",3265376
true,true,"Tools",81.43,"Female","2-13-2021","18:7:58","Port Rita","EWallet",81.43,4149594,"7996 Britney View","Larkin-McClure",870438,true,10647,"parse",1,"FL","Gorgeous Granite Hat","Easton Ward","program"
"haptic","auxiliary","Tools & Automotive",32.78,"Male","4-13-2021","0:23:51","New Taraberg","Visa",131.12,"1080p","710 Rosina Corner","Parisian, Wolff and Gorczany",636716,"XSS",27434,6926431,4,"SD","Incredible Concrete Shoes","Mrs. Jed Schiller",127282
"panel",61.78,"Shoes & Garden",27.34,"Female","10-3-2021","4:14:48","Watsicabury","EWallet",82.02,8665168,"9731 Crooks Mill","Parisian, Wolff and Gorczany",513095,"neural",90434,false,3,"WA","Rustic Steel Table","Uriel Beatty III",false
"quantify",80.36,"Sports & Outdoors",3.76,"Female","8-24-2021","2:34:34","Adahmouth","EWallet",3.76,"JSON","485 Zoie Center","Kshlerin DDS",764115,"synthesize",92051,6555196,1,"MO","Small Cotton Pants","Lillie Murray III",885451
"TCP",37.40,"Computers & Automotive",85.35,"Male","9-11-2021","21:37:20","Seanside","AMEX",85.35,true,"4012 Boyer Meadow","McClure, Block and Franecki",505245,"card",11957,8099681,1,"NV","Rustic Wooden Chair","Sunny Schultz",803750
true,34.68,"Industrial, Tools & Books",18.68,"Female","9-15-2021","14:33:10","Littlechester","MasterCard",186.80,4.54,"7103 Walsh Ridge","Kshlerin DDS",820459,true,26880,90.94,10,"MA","Awesome Concrete Shirt","Elissa Kessler",14.57
true,true,"Shoes & Home",26.07,"Male","8-2-2021","16:32:45","Sipesstad","EWallet",26.07,62.40,"75746 Hansen Lodge","Larkin-McClure",635331,false,46819,true,1,"WV","Rustic Concrete Chair","Daren Hodkiewicz",true
14.73,"interface","Health, Shoes & Baby",77.01,"Female","5-8-2021","3:25:32","McCulloughstad","AMEX",693.09,true,"93244 Feest Island","Kuphal, Spencer and Blanda",866848,10.49,97169,59.97,9,"AZ","Small Wooden Shirt","Reuben Strosin",96.71
"overriding","microchip","Outdoors & Baby",66.82,"Female","3-26-2021","2:6:5","Randalltown","MasterCard",534.56,6381949,"879 Albin Junction","Auer V",394258,"driver",47963,91.42,8,"DE","Ergonomic Plastic Shirt","Clifford Gutmann",54.14
"back-end",true,"Games",15.64,"Female","5-16-2021","4:35:28","Wizaport","AMEX",46.92,"hack","9602 Glover Place","Considine PhD",245701,"system",98679,49.26,3,"ME","Rustic Steel Gloves","Robin Green",85.13
"capacitor",4581331,"Shoes",29.88,"Male","8-31-2021","2:24:12","Deanfurt","AMEX",209.16,"hacking","857 Gorczany Walk","Auer V",429281,"virtual",75172,true,7,"AK","Incredible Granite Hat","Carolina Morar Sr.",false
false,7455849,"Tools & Toys",95.21,"Female","10-14-2021","20:55:11","Toymouth","MasterCard",380.84,8911458,"96423 Jerde Fall","Armstrong, Strosin and Altenwerth",154014,true,81353,false,4,"ID","Fantastic Concrete Chair","Mr. Koby Hahn",false
33.76,"generate","Clothing",34.41,"Female","9-22-2021","7:3:41","Dagmarland","AMEX",240.87,1095785,"8966 Jayda Summit","McClure, Block and Franecki",974012,29.10,67912,89.51,7,"NV","Gorgeous Rubber Hat","Simone Pagac",12.59
"generating","matrix","Tools",50.85,"Female","8-13-2021","6:42:6","North Ayla","Cash",355.95,true,"1776 Toy Tunnel","McClure, Block and Franecki",441072,"bypass",95919,3118730,7,"AL","Intelligent Plastic Pants","Florence Fisher",6721996
606180,2160743,"Baby, Music & Outdoors",6.22,"Female","3-9-2021","12:15:58","Simonisburgh","Cash",49.76,55.45,"510 Leannon Rue","Kuphal, Spencer and Blanda",588077,7789863,20235,false,8,"MA","Ergonomic Plastic Shirt","Alf Quigley",false
34.78,true,"Industrial & Clothing",61.87,"Male","7-15-2021","6:1:36","Lake Caylaville","Cash",494.96,2049155,"8753 Kilback Common","Larkin-McClure",507951,29.97,99684,"calculating",8,"MS","Fantastic Concrete Shirt","Noemy Wyman","AGP"
"compressing",true,"Games, Clothing & Electronics",22.77,"Female","6-4-2021","7:16:42","West Krystelville","Visa",182.16,7766953,"3676 Arch Neck","Armstrong, Strosin and Altenwerth",665191,"microchip",97888,true,8,"NJ","Intelligent Granite Gloves","Eulah Strosin",true
"RAM",9.83,"Tools",28.86,"Female","8-13-2021","10:47:7","Damonmouth","MasterCard",259.74,"transmit","467 Steuber Harbors","Auer V",412603,"compress",95786,false,9,"VT","Rustic Rubber Gloves","Cade Durgan DVM",false
"connect",6037743,"Beauty & Jewelery",18.13,"Female","7-20-2021","3:52:32","Strosinborough","AMEX",72.52,76.65,"949 Pfeffer Point","Kuphal, Spencer and Blanda",118679,"compress",27688,491417,4,"OK","Awesome Rubber Shoes","Madisyn Deckow",7166139
false,91.75,"Computers",46.33,"Female","10-8-2021","20:32:41","Giovanniview","EWallet",231.65,true,"426 Lizeth Loop","Armstrong, Strosin and Altenwerth",127554,false,62601,1247698,5,"SD","Incredible Wooden Table","Darien Kuhlman",1027101
86.81,true,"Outdoors, Shoes & Computers",46.11,"Female","10-15-2021","2:1:15","West Hassieport","Visa",368.88,46.23,"955 Jeremie Garden","Parisian, Wolff and Gorczany",769996,82.56,38331,3504795,8,"MT","Ergonomic Granite Shirt","Marcelino Dicki",169507
false,"alarm","Garden, Movies & Electronics",34.00,"Male","9-19-2021","5:37:39","Port Godfrey","EWallet",204.00,975271,"3433 Schaefer Expressway","Larkin-McClure",969542,true,19816,true,6,"CO","Sleek Wooden Car","Antonia Rippin V",false
"wireless","override","Computers, Garden & Shoes",19.45,"Female","9-6-2021","16:37:32","North Bernadineview","Cash",116.70,"HTTP","284 Bruen River","Larkin-McClure",988899,"navigating",20150,true,6,"AK","Rustic Concrete Shirt","Bradly Legros",true
4216538,370444,"Beauty",78.23,"Male","8-30-2021","7:42:11","South Vita","AMEX",234.69,7582376,"15616 Reinhold Brook","Auer V",450936,4352791,19496,"auxiliary",3,"TX","Rustic Concrete Gloves","Greta Bechtelar V","SDD"
2292497,false,"Movies & Industrial",82.84,"Male","9-26-2021","5:49:35","North Ashton","Visa",497.04,true,"8280 Lindgren Court","Larkin-McClure",187585,2515312,15372,75.79,6,"NJ","Small Cotton Shoes","Evert Oberbrunner",11.74
"panel",true,"Health",32.55,"Male","1-26-2021","18:26:27","Hellerchester","Visa",97.65,21.03,"5357 Jensen Junctions","Auer V",436058,"bluetooth",77414,33.35,3,"MO","Incredible Granite Gloves","Mylene Kovacek I",30.68
10.10,false,"Industrial & Home",62.08,"Male","5-12-2021","18:25:51","East Tyson","AMEX",310.40,68.71,"57119 Kub Bypass","Considine PhD",843592,1.94,58230,"transmitting",5,"LA","Fantastic Steel Pants","Enos D'Amore","virtual"
6797298,66.78,"Beauty & Movies",77.64,"Male","3-25-2021","16:11:47","West Brendon","Visa",621.12,"CSS","9664 Earlene Rapid","Considine PhD",783930,6798849,72811,true,8,"GA","Sleek Granite Chair","Archibald Cormier",false
264613,true,"Computers",19.10,"Male","10-10-2021","12:54:51","Lake Bettie","EWallet",171.90,true,"2451 Clinton Falls","Armstrong, Strosin and Altenwerth",611534,3392648,27094,7615119,9,"SC","Awesome Granite Shoes","Ellen Rogahn",3906811
"bluetooth",true,"Tools & Home",88.23,"Female","9-7-2021","7:7:16","Grantfort","Cash",529.38,"SAS","45235 Pouros Summit","Considine PhD",385554,"AI",32169,28.42,6,"DE","Rustic Concrete Table","Royce Kirlin",51.45
"hacking",false,"Kids & Garden",26.48,"Female","9-16-2021","0:12:1","Sarahmouth","Visa",158.88,4447471,"46835 Wolf Islands","Armstrong, Strosin and Altenwerth",609736,"online",63552,"synthesizing",6,"OK","Fantastic Wooden Gloves","Miss Ansley Veum","bypass"
61.57,"EXE","Shoes",28.89,"Male","6-28-2021","3:38:2","Mitchellview","MasterCard",28.89,true,"1593 Unique Fork","Parisian, Wolff and Gorczany",940819,57.11,18974,2563502,1,"ME","Gorgeous Steel Chair","Demond Cummerata",9148042
true,false,"Grocery",38.47,"Female","10-1-2021","13:2:14","Boyleburgh","Visa",384.70,78.72,"638 Rolfson Creek","Kshlerin DDS",623253,false,75620,true,10,"NM","Rustic Cotton Shoes","Audreanne Muller MD",true
2318232,false,"Beauty, Toys & Home",48.87,"Male","10-12-2021","13:12:26","West Albertomouth","MasterCard",97.74,true,"62806 Francesca Causeway","Kuphal, Spencer and Blanda",852490,3833429,37999,true,2,"MO","Intelligent Plastic Gloves","Lavada Gutmann",false
true,"calculate","Computers & Jewelery",79.63,"Female","10-2-2021","4:58:31","Haleyfort","AMEX",79.63,50.96,"354 Aric Pass","Wiegand-Tillman",528242,false,76752,"bypassing",1,"MA","Sleek Granite Shirt","Kyler Kutch","bandwidth"
false,"redundant","Beauty",10.97,"Female","10-20-2021","6:39:35","Wiegandview","Cash",65.82,"haptic","1561 Jerde Divide","McClure, Block and Franecki",773469,false,25178,"SMS",6,"LA","Incredible Steel Car","Brown Spinka","parse"
40.95,"online","Outdoors & Sports",33.60,"Female","10-23-2021","14:10:18","East Elmore","Cash",201.60,true,"2643 McCullough Loop","Parisian, Wolff and Gorczany",342764,36.70,60080,9120206,6,"MO","Fantastic Granite Table","Tristin Green",1416203
2858305,6412045,"Health",30.97,"Male","3-18-2021","21:44:49","New Luellaton","Cash",278.73,6268483,"12613 Lloyd Estate","McClure, Block and Franecki",302884,7685842,33645,"feed",9,"IN","Ergonomic Rubber Table","Mrs. Kianna Runolfsson","connect"
