hard drive,PaymentType,bandwidth,State,Quantity,City,capacitor,pixel,CustomerName,Department,PostalCode,Date,Time,application,Address,Total,InvoiceId,Product,Store,ProductPrice,Gender
65.12,"AMEX",true,"MI",2,"Jewelfurt",24.57,false,"Damian Schumm","Clothing, Sports & Beauty",95097,"1-30-2021","0:33:11",6108550,"49788 Moore Trafficway",32.28,910827,"Fantastic Wooden Computer","Parisian, Wolff and Gorczany",16.14,"Female"
69.79,"Cash",1241299,"ND",9,"East Hudsonhaven","EXE","1080p","Brody Sauer","Industrial, Music & Games",97839,"10-16-2021","7:23:47","indexing","7213 Schuster Orchard",806.67,272097,"Gorgeous Wooden Table","Lakin, O'Connell and Monahan",89.63,"Female"
"COM","EWallet","protocol","VT",7,"Lake Alekport",7704691,6.66,"Dolores Schuster III","Games, Home & Clothing",50526,"7-11-2021","13:12:22",3.10,"458 Von Summit",686.98,850936,"Sleek Rubber Shoes","Considine PhD",98.14,"Female"
51.88,"Cash",76.01,"ME",4,"New Russ",true,74.33,"Ms. Hillary Gaylord","Health, Computers & Baby",30675,"9-22-2021","11:40:50",3859190,"762 Candace Plains",150.00,622883,"Fantastic Cotton Computer","Kuphal, Spencer and Blanda",37.50,"Male"
4330663,"EWallet",6605679,"NY",3,"North Benjaminstad","RSS",6767670,"Mrs. Jaeden Carter","Electronics",70159,"10-7-2021","17:41:44",true,"8707 Braeden Coves",237.39,433906,"Sleek Plastic Car","Wiegand-Tillman",79.13,"Female"
false,"Cash",true,"RI",6,"Port Modestahaven",true,"synthesizing","Julien Upton I","Music",39019,"9-19-2021","17:39:21",false,"520 Beer Divide",588.96,186881,"Ergonomic Granite Pants","Kshlerin DDS",98.16,"Male"
5865670,"AMEX",3773462,"SD",4,"Marilouborough","navigate",6660773,"Bernie Russel DVM","Health & Grocery",64781,"9-6-2021","11:8:32",9337508,"319 Lewis Route",248.04,599763,"Small Cotton Table","Wiegand-Tillman",62.01,"Male"
true,"AMEX",5362140,"AZ",7,"Jasonstad","matrix",84.11,"Dr. Rosie Zemlak","Sports, Health & Shoes",70240,"9-2-2021","22:26:30","open-source","264 McKenzie Cove",437.92,538581,"Practical Concrete Hat","Kshlerin DDS",62.56,"Female"
8758866,"Cash",56.11,"HI",6,"East Jose",false,4686635,"Maximus Grady","Home, Books & Grocery",93578,"6-2-2021","19:14:27",51.79,"96512 Emile Estate",522.06,968869,"Rustic Concrete Pants","Parisian, Wolff and Gorczany",87.01,"Female"
600595,"MasterCard",24.22,"CT",3,"Daishabury",60.19,"wireless","Lelah Dach","Garden & Beauty",30060,"10-20-2021","13:8:33",true,"1501 Aron Mount",142.83,833825,"Practical Steel Shirt","Lakin, O'Connell and Monahan",47.61,"Female"
false,"MasterCard",21.48,"CT",4,"Pacochatown",true,2465531,"Della Herzog","Sports, Kids & Garden",78293,"9-24-2021","15:26:59",false,"34923 Yundt Garden",92.72,776449,"Intelligent Rubber Shoes","Kshlerin DDS",23.18,"Female"
true,"Cash","microchip","AL",1,"North Charleyland",true,2715174,"Jose Kuhic PhD","Games, Electronics & Toys",97762,"10-8-2021","6:7:47",48.20,"358 Bradford Causeway",18.32,576191,"Sleek Wooden Chair","Parisian, Wolff and Gorczany",18.32,"Male"
59.05,"Cash",9003714,"WI",7,"West Monteberg",4104133,"copy","Misty Kozey","Health & Beauty",46930,"7-6-2021","11:3:37",16.76,"54251 Dejah Meadows",445.13,134739,"Awesome Steel Car","Kshlerin DDS",63.59,"Male"
"system","Visa","system","MN",5,"Port Reese","compressing",true,"Bernadine Skiles","Kids, Industrial & Home",27985,"10-23-2021","23:5:5",true,"571 Magali Lakes",395.95,772265,"Rustic Rubber Chair","Kuphal, Spencer and Blanda",79.19,"Male"
5003056,"MasterCard","neural","GA",4,"South Kraigton",4055768,"quantifying","Anita Muller","Outdoors",37143,"12-7-2020","6:34:18",false,"6865 Susanna Vista",75.44,771399,"Awesome Rubber Gloves","Lakin, O'Connell and Monahan",18.86,"Female"
"neural","MasterCard",45.70,"CO",5,"West Rayton",4054470,1123365,"Dr. Shanon Renner","Automotive",53420,"10-5-2021","15:38:3",41.28,"7087 Beaulah Plain",449.60,667498,"Fantastic Concrete Pants","Considine PhD",89.92,"Male"
"program","MasterCard",true,"MS",2,"New Kaylin",10.77,false,"Mr. Cordelia Streich","Music",71026,"9-19-2021","14:7:5",69.61,"896 Bergstrom Course",35.72,851479,"Small Plastic Pants","Armstrong, Strosin and Altenwerth",17.86,"Female"
true,"Visa","quantifying","HI",10,"New Matilde",5977295,17.17,"Charley Franecki","Electronics",14700,"5-9-2021","5:49:23",40.42,"838 Emiliano Circles",707.20,394614,"Fantastic Rubber Car","Considine PhD",70.72,"Male"
true,"Visa",86.77,"NE",9,"Brennahaven",false,85.67,"Toby Hintz","Clothing, Home & Garden",89549,"6-29-2021","18:43:36",545707,"932 Schimmel Stream",394.20,194947,"Gorgeous Granite Pants","Kshlerin DDS",43.80,"Female"
1751048,"Cash",57.64,"GA",4,"Lake Clint",1779468,53.38,"Angel Schmeler","Home & Games",60373,"8-3-2021","12:23:3",false,"8942 Christelle Rapid",140.16,777816,"Practical Granite Car","Auer V",35.04,"Female"
true,"EWallet",true,"PA",6,"Loismouth",2106505,85.53,"Orpha Wisozk","Tools & Outdoors",15713,"10-10-2021","4:27:3",82.06,"5245 Rutherford Wall",83.40,999558,"Small Granite Table","Wiegand-Tillman",13.90,"Female"
"EXE","Visa","synthesize","MN",3,"West Kareem",true,89.29,"Mrs. Era Klocko","Electronics & Games",67463,"10-18-2021","23:17:36","back-end","9780 Lehner Trail",288.03,183349,"Small Concrete Chair","Armstrong, Strosin and Altenwerth",96.01,"Male"
"backing up","EWallet",2753907,"MD",10,"North Georgehaven","cross-platform","XSS","Verner Hahn","Beauty & Movies",36653,"4-19-2021","23:4:11",false,"448 Doris Underpass",82.50,574788,"Practical Wooden Chair","McClure, Block and Franecki",8.25,"Female"
1938425,"EWallet",2765694,"NE",1,"Port Nona",true,"RAM","Nyasia Rodriguez","Garden",61442,"8-10-2021","6:1:21",5574415,"94824 Huels View",40.91,745294,"Gorgeous Plastic Gloves","Lakin, O'Connell and Monahan",40.91,"Male"
84.88,"Cash",2323448,"SC",6,"North Vella",true,94.55,"Mavis Lockman","Tools, Baby & Sports",79733,"8-5-2021","21:56:49",5711662,"57621 Celestino Shores",75.00,564695,"Intelligent Plastic Computer","McClure, Block and Franecki",12.50,"Female"
"AGP","MasterCard","TCP","MS",4,"New Lily",5092253,true,"Alvina Kuvalis","Movies, Industrial & Outdoors",24126,"10-14-2021","16:7:41",72.00,"2503 Aaron Plaza",79.84,919860,"Fantastic Granite Shirt","Kshlerin DDS",19.96,"Female"
false,"Cash",false,"ID",8,"Lake Kaileyton",80.31,true,"Merritt Howe","Beauty & Music",37107,"12-9-2020","6:48:13",false,"43995 Edgardo Via",41.84,416504,"Fantastic Cotton Computer","Wiegand-Tillman",5.23,"Female"
79.85,"Cash",89.25,"IN",5,"Floyland",false,7945360,"Mr. Dillan Konopelski","Sports, Toys & Home",59873,"10-22-2021","17:14:11",1875326,"87208 Lysanne Fall",182.50,844002,"Gorgeous Granite Car","McClure, Block and Franecki",36.50,"Male"
3.58,"EWallet",27.43,"VT",4,"Steuberberg",5098925,4442405,"Dwight Cruickshank","Kids, Toys & Music",40305,"9-30-2021","1:59:48",7999404,"149 Gustave Field",126.68,378836,"Practical Granite Chair","Larkin-McClure",31.67,"Female"
"neural","Cash",68.16,"RI",6,"Hilarioshire","open-source",4962202,"Jessy Eichmann","Shoes",63021,"10-3-2021","10:54:48","SDD","15959 Carleton Land",567.12,603464,"Rustic Concrete Table","Lakin, O'Connell and Monahan",94.52,"Male"
"TCP","AMEX",605711,"WA",8,"Port Rey",5251460,true,"Stewart Rogahn","Sports",21044,"9-28-2021","9:24:28","multi-byte","6427 Kilback Pines",627.52,318730,"Intelligent Steel Table","Considine PhD",78.44,"Male"
false,"EWallet","COM","NM",6,"North Eva",9322448,40.30,"Valentin Braun Sr.","Industrial, Garden & Baby",72084,"9-1-2021","11:0:9",36.64,"631 Langworth Unions",322.62,320492,"Fantastic Concrete Pants","Armstrong, Strosin and Altenwerth",53.77,"Male"
5380903,"Cash",3657816,"IN",5,"North Cleveland",48.88,false,"Ms. Diana Gutmann","Music, Electronics & Games",29132,"6-27-2021","21:30:34",true,"60288 Bridgette Dam",20.95,550725,"Sleek Plastic Table","Considine PhD",4.19,"Male"
true,"EWallet",true,"ND",5,"Port Terenceville",false,40.03,"Skylar Haley","Garden, Shoes & Computers",94341,"9-18-2021","20:25:33",true,"854 Schultz Forks",18.10,552136,"Small Granite Gloves","Larkin-McClure",3.62,"Male"
false,"EWallet",false,"SD",9,"New Bradleychester","override",false,"Rebekah Doyle","Baby & Kids",55575,"2-17-2021","4:34:40",false,"855 Marvin Terrace",4.23,862173,"Rustic Cotton Table","Lakin, O'Connell and Monahan",0.47,"Female"
false,"MasterCard",3511912,"HI",2,"North Oral",16.82,53.18,"Mrs. Arch Haag","Jewelery",86649,"12-23-2020","9:28:50",true,"43153 Feil Inlet",61.60,167195,"Fantastic Rubber Car","McClure, Block and Franecki",30.80,"Male"
98.82,"Visa",61.57,"SC",9,"South Gayle",85.32,7878935,"Claud Kuhlman","Games & Shoes",73777,"2-1-2021","5:41:0",43.96,"8281 Kris Spurs",225.00,772470,"Rustic Concrete Shirt","Larkin-McClure",25.00,"Female"
"HTTP","MasterCard",4610846,"VA",9,"Lake Ahmadside","bandwidth",true,"Giovanni Douglas","Shoes",10116,"2-11-2021","22:51:49","auxiliary","61252 Ryder Crossroad",538.83,268296,"Gorgeous Cotton Car","McClure, Block and Franecki",59.87,"Male"
"hack","Visa","bandwidth","UT",3,"South Darrell","HDD",false,"Daphnee Thiel","Sports, Music & Garden",49962,"5-7-2021","15:4:16",2413169,"795 Celia Corners",6.33,839027,"Small Steel Pants","Kuphal, Spencer and Blanda",2.11,"Female"
7480110,"Cash","compress","MO",9,"South Fabiola","primary",64.61,"Domenick Purdy MD","Jewelery & Tools",77321,"9-20-2021","11:44:37",0.57,"9888 Spencer Corners",247.32,727757,"Gorgeous Cotton Hat","Wiegand-Tillman",27.48,"Female"
23.93,"AMEX",false,"UT",5,"Lake Leechester",true,99.00,"Roma Kemmer","Automotive",30543,"6-25-2021","19:6:51",23.27,"30120 Tyrel Drive",195.10,743657,"Fantastic Granite Shoes","McClure, Block and Franecki",39.02,"Female"
true,"Visa",true,"OK",10,"Enosview",71.05,21.51,"Savion Runolfsdottir DVM","Music",62021,"6-11-2021","2:45:8",true,"3541 Joaquin Manors",782.00,969134,"Fantastic Wooden Chair","Auer V",78.20,"Female"
70.18,"EWallet","transmitting","CA",2,"Howellmouth",6136668,29.08,"Carli Spinka","Tools, Kids & Outdoors",21644,"6-5-2021","7:14:23",true,"5711 Prohaska Club",91.58,409349,"Intelligent Steel Hat","Lakin, O'Connell and Monahan",45.79,"Female"
4.94,"Visa",true,"ND",8,"North Mayraland",64.36,true,"Clementina Haley","Jewelery",32566,"1-17-2021","0:16:42",false,"472 Prohaska Shore",296.16,509289,"Sleek Granite Shirt","Kshlerin DDS",37.02,"Male"
7760915,"AMEX",5629062,"OH",2,"Wittington",8820472,413529,"Xavier Crist","Computers",98036,"3-23-2021","18:18:54",true,"25906 Rusty Fords",161.42,428216,"Gorgeous Wooden Pants","Kshlerin DDS",80.71,"Female"
95.54,"MasterCard",true,"NE",2,"New Verda",9274522,"solid state","Jalen Weber","Outdoors",50409,"6-27-2021","7:18:56","array","524 Tanya Green",142.64,668076,"Rustic Wooden Table","McClure, Block and Franecki",71.32,"Male"
true,"MasterCard",2704076,"MI",2,"Lake Avery",98.77,"compressing","Susan Haag III","Jewelery, Grocery & Baby",97013,"9-30-2021","7:34:33",85.42,"701 Shanahan Stream",125.88,901152,"Practical Granite Car","Armstrong, Strosin and Altenwerth",62.94,"Female"
7279919,"Cash",4783376,"VT",5,"Herzogmouth",39.52,true,"Mr. Elizabeth Haag","Games",35549,"9-12-2021","13:12:43",false,"4941 Anika Key",326.40,571415,"Small Concrete Shirt","Wiegand-Tillman",65.28,"Female"
8653829,"AMEX",true,"NE",5,"East Alexzander",88.83,"array","Miss Doris Hegmann","Automotive",57557,"9-30-2021","2:42:12",false,"232 Janie Flat",268.70,404173,"Practical Cotton Shirt","Kshlerin DDS",53.74,"Female"
false,"EWallet",3666337,"ND",3,"South Dimitriborough",true,false,"Lourdes Dickens","Grocery",48522,"8-13-2021","5:30:13",9.14,"7134 Jonathon Cliff",110.97,951688,"Fantastic Plastic Car","Kuphal, Spencer and Blanda",36.99,"Male"
false,"MasterCard",false,"LA",1,"Port Rebeca",true,35.37,"Karine Orn","Automotive",94310,"10-6-2021","7:51:39",false,"5454 Moen Neck",86.27,480948,"Gorgeous Cotton Gloves","Armstrong, Strosin and Altenwerth",86.27,"Female"
3255269,"MasterCard",false,"HI",7,"West Noemie",false,4385786,"Miss Billie Satterfield","Outdoors & Electronics",59963,"5-11-2021","0:36:53",true,"160 Breitenberg Turnpike",492.59,446092,"Fantastic Steel Shoes","Auer V",70.37,"Female"
18.45,"AMEX",4278931,"MS",3,"Reichelmouth",true,94.11,"Miss Jovanny Veum","Tools",68850,"6-14-2021","1:41:16",2520764,"84997 Nikko Estates",293.88,805427,"Ergonomic Steel Pants","Armstrong, Strosin and Altenwerth",97.96,"Male"
79.36,"EWallet",true,"NE",1,"Shyanneburgh",7131685,"cross-platform","Crystel Fay","Outdoors, Games & Health",79629,"10-24-2021","14:39:19",1312549,"29431 Emmy Stravenue",44.73,888269,"Ergonomic Concrete Hat","Wiegand-Tillman",44.73,"Female"
6836351,"AMEX",2257253,"OR",5,"O'Connellberg",3169132,7519666,"Ryleigh Christiansen","Kids & Health",14541,"2-26-2021","20:3:57","microchip","67038 Nienow Via",396.85,536136,"Practical Granite Gloves","Wiegand-Tillman",79.37,"Male"
true,"MasterCard",8139705,"TX",8,"New Sylvesterland","copying",false,"Merl Abshire","Clothing & Toys",66006,"3-5-2021","17:6:26","1080p","166 Daphney Burg",231.52,225803,"Gorgeous Wooden Car","Armstrong, Strosin and Altenwerth",28.94,"Female"
true,"Visa",4731804,"MD",9,"New Suzanne",47.55,false,"Lorenza Zboncak","Kids, Sports & Baby",91577,"4-18-2021","10:42:0","primary","31523 Otilia Loop",469.35,794410,"Incredible Plastic Shirt","Armstrong, Strosin and Altenwerth",52.15,"Male"
false,"MasterCard",81.57,"CO",7,"Harleyport",5.43,false,"Hipolito Miller I","Kids, Games & Toys",42123,"5-30-2021","6:59:14",91.23,"28530 King Village",530.46,644002,"Ergonomic Granite Shoes","Considine PhD",75.78,"Male"
false,"MasterCard",true,"WI",8,"Christiansenfort",true,36.30,"Elroy Hills","Baby, Sports & Electronics",37644,"7-28-2021","5:34:57",59.71,"8764 Christop Pass",349.92,214935,"Intelligent Steel Chair","Kshlerin DDS",43.74,"Female"
"programming","EWallet","synthesizing","OR",6,"North Claudhaven",true,false,"Taryn Ernser","Industrial",46581,"10-20-2021","20:30:41",false,"98417 Sedrick Dale",91.80,498791,"Intelligent Cotton Car","Larkin-McClure",15.30,"Male"
false,"AMEX",4161186,"VA",1,"Marianmouth","array","haptic","Shayna Kuphal","Shoes",60613,"4-22-2021","20:8:31","SDD","30830 Crona Loop",9.85,894187,"Ergonomic Steel Shirt","Kuphal, Spencer and Blanda",9.85,"Female"
true,"EWallet",6300671,"NH",9,"West Anitaport",2984250,25644,"Cayla Strosin","Music, Shoes & Computers",12334,"4-12-2021","7:53:13",false,"721 Torphy Rest",119.16,351602,"Ergonomic Plastic Computer","Considine PhD",13.24,"Male"
5050992,"AMEX",1135122,"NE",5,"East Enosbury",7182371,8096125,"Laron Rogahn Sr.","Jewelery",78367,"10-24-2021","16:47:8",false,"6532 Bernhard Circles",495.95,992346,"Sleek Rubber Car","Kuphal, Spencer and Blanda",99.19,"Male"
4569425,"MasterCard",22.05,"MS",2,"Port Devanton","TCP",7050006,"Ettie Goodwin","Movies",19128,"2-23-2021","21:47:8","optical","8852 Bins Tunnel",194.76,204227,"Incredible Concrete Hat","Wiegand-Tillman",97.38,"Female"
93.33,"MasterCard",55.69,"IA",4,"Brennantown",1511319,"generate","Deontae Powlowski","Grocery & Books",61177,"3-29-2021","1:28:36","calculate","532 Dejon Port",17.08,413626,"Awesome Wooden Chair","Considine PhD",4.27,"Male"
97.77,"Cash",61.01,"AK",5,"South Rachelleshire","calculating",9204226,"Miss Bonnie Wilkinson","Toys, Tools & Electronics",53325,"5-24-2021","9:55:12",83.20,"3562 Mario Dale",253.75,456171,"Intelligent Plastic Pants","Armstrong, Strosin and Altenwerth",50.75,"Male"
false,"Cash",true,"NM",5,"Marksburgh",18.88,"generating","Mrs. Consuelo Friesen","Electronics",10171,"4-12-2021","20:12:15","generate","7658 Kertzmann Pike",105.80,781991,"Intelligent Rubber Chair","Larkin-McClure",21.16,"Female"
true,"AMEX",63.54,"KS",9,"West Laurel",13.61,77.13,"Rhoda Roob","Outdoors",67065,"10-4-2021","21:5:23",12.29,"3751 VonRueden Ville",702.90,889800,"Small Wooden Chair","Larkin-McClure",78.10,"Female"
true,"MasterCard",3645490,"WV",4,"Parisiantown",true,10.85,"Olga Dibbert","Jewelery & Music",48489,"10-24-2021","3:4:54",7515398,"9520 Nina Field",183.20,920492,"Practical Granite Pants","Larkin-McClure",45.80,"Male"
"SMTP","AMEX",true,"GA",6,"Thielberg","sensor","connecting","Kailee Hamill","Books",14521,"7-4-2021","15:59:42","AGP","8018 Jaylan Throughway",331.44,588094,"Small Steel Car","Kuphal, Spencer and Blanda",55.24,"Male"
false,"Visa","quantifying","PA",2,"Fernefurt",true,"compress","Destini Luettgen","Baby",15257,"2-10-2021","22:41:9","system","697 Leonard Alley",134.12,838808,"Rustic Steel Computer","Considine PhD",67.06,"Male"
5266223,"Cash",2568770,"AL",9,"Jovaniberg",true,72.87,"Daphney Haag","Books, Industrial & Garden",89628,"7-20-2021","20:2:35",1541635,"64164 Abernathy Ridges",40.59,755755,"Intelligent Granite Gloves","Kshlerin DDS",4.51,"Female"
"navigate","EWallet","compressing","CA",2,"Lake Brooks","override","transmit","Jeff Roberts","Electronics & Outdoors",93626,"7-4-2021","17:52:12",3.53,"843 Issac Spurs",136.08,796693,"Ergonomic Granite Gloves","Considine PhD",68.04,"Female"
"calculating","AMEX",79.78,"WV",3,"East Elishachester",2.88,false,"Mrs. Kristy Johnson","Computers",19568,"10-6-2021","14:8:52",true,"72292 Pfannerstill Circles",161.31,955756,"Ergonomic Concrete Shirt","Wiegand-Tillman",53.77,"Female"
78.43,"EWallet",false,"AL",5,"McDermottport",false,false,"Jeramie Wiegand IV","Industrial",53707,"7-19-2021","9:50:40",true,"426 Tromp Ramp",472.35,121985,"Rustic Cotton Table","Auer V",94.47,"Female"
63.27,"AMEX",false,"AR",10,"Lake Terrystad",true,2783426,"Shaniya Hills Jr.","Beauty & Industrial",32049,"10-2-2021","12:49:29",3066922,"55095 Kara Burg",621.10,775994,"Awesome Plastic Pants","Parisian, Wolff and Gorczany",62.11,"Male"
false,"Visa",7409686,"WA",7,"Lomaton",true,"generate","Mrs. Jamey Hane","Computers",62780,"8-14-2021","3:46:39",8777477,"3987 Francis Lodge",514.08,537084,"Incredible Granite Shirt","Lakin, O'Connell and Monahan",73.44,"Male"
true,"AMEX",1929987,"MA",1,"Hauckhaven",2561342,6951822,"Emilia Reilly","Grocery & Shoes",98625,"10-7-2021","5:31:35","CSS","1903 Noel Plaza",66.34,129873,"Incredible Granite Computer","Kshlerin DDS",66.34,"Male"
false,"AMEX",5478593,"KS",1,"West Reggie",1820520,"reboot","Summer Daniel Sr.","Electronics & Jewelery",93818,"6-3-2021","19:36:36","quantify","460 Wolf Dam",9.24,354248,"Gorgeous Plastic Shoes","Considine PhD",9.24,"Male"
"parsing","EWallet","transmitting","MA",1,"Jakubowskiview","SMS",465135,"Felicia Reynolds Jr.","Movies & Computers",38897,"9-19-2021","19:17:3",3318042,"3072 Jane Valleys",9.99,224710,"Small Concrete Computer","Lakin, O'Connell and Monahan",9.99,"Male"
"application","AMEX",true,"LA",9,"Wymanmouth",false,true,"Shannon Jacobson","Sports",77321,"4-4-2021","13:16:7",true,"16730 Littel Centers",257.67,802622,"Rustic Plastic Shoes","Considine PhD",28.63,"Male"
17.66,"MasterCard",41.49,"MS",5,"New Maximeport",true,false,"Miss Nella Cremin","Tools & Garden",59756,"10-14-2021","14:30:21",87.84,"722 Roob Views",317.90,279992,"Incredible Granite Shoes","Considine PhD",63.58,"Female"
false,"EWallet",false,"SC",1,"Cronamouth",true,25.38,"Xzavier Ziemann","Automotive & Health",71606,"10-22-2021","17:23:50",95.01,"3033 D'Amore Radial",55.88,654130,"Practical Cotton Pants","Larkin-McClure",55.88,"Male"
true,"Cash",77.71,"MS",7,"Nicholausborough",13.68,false,"Mrs. Neoma Grady","Tools & Industrial",41108,"4-15-2021","12:40:11",99.48,"2590 Jaycee Ridges",219.94,608231,"Sleek Steel Shirt","Parisian, Wolff and Gorczany",31.42,"Female"
4095401,"MasterCard","backing up","ID",6,"South Kelsieport",5015578,5736282,"Keon Senger","Outdoors & Jewelery",68366,"10-20-2021","19:33:34",9298339,"903 Frami Trail",123.78,284980,"Practical Cotton Car","Larkin-McClure",20.63,"Male"
"connecting","Cash",884771,"ND",8,"South Linwood","EXE",7105366,"Caesar Hayes","Jewelery",84511,"10-17-2021","4:26:51","USB","75739 Mante Pike",331.52,877755,"Small Cotton Table","Considine PhD",41.44,"Male"
2491045,"AMEX",6743490,"MI",10,"Savannahfort",8818154,"JSON","Kyle MacGyver","Books",93081,"8-6-2021","13:29:17","open-source","61414 Mack Dam",117.20,143961,"Gorgeous Rubber Chair","Auer V",11.72,"Male"
true,"EWallet",6635465,"KS",8,"Port Allenhaven",2723711,"PNG","Mr. Tiara Langworth","Electronics, Kids & Shoes",44891,"4-26-2021","8:29:22","overriding","52371 Shanna Corners",330.32,548849,"Ergonomic Wooden Gloves","Kshlerin DDS",41.29,"Male"
