Date,monitor,Gender,PostalCode,Department,InvoiceId,Store,State,Total,CustomerName,Time,Address,protocol,ProductPrice,Product,Quantity,City,hard drive,port,sensor,PaymentType
"6-11-2021",73.36,"Male",34232,"Kids",269029,"Kuphal, Spencer and Blanda","IL",187.14,"Jade Kuhn","1:12:43","851 Earline Orchard",true,93.57,"Ergonomic Steel Hat",2,"Lake Vinnie",5.86,68.91,7722929,"AMEX"
"10-24-2021",true,"Female",61070,"Kids & Automotive",908397,"Wiegand-Tillman","LA",375.28,"Dameon Cronin PhD","13:31:22","42406 Grimes Glen",30.78,93.82,"Intelligent Concrete Hat",4,"East Rolandoport",false,26.56,7881566,"EWallet"
"10-6-2021","SMS","Male",13387,"Computers",615457,"Parisian, Wolff and Gorczany","VT",344.40,"Miss Enos Kuphal","23:4:43","32515 Susie Dale",45.23,43.05,"Rustic Concrete Shoes",8,"North Vidaltown",true,58.32,true,"EWallet"
"6-30-2021",97.54,"Female",12848,"Garden, Electronics & Books",900324,"Wiegand-Tillman","NC",896.60,"Mr. Sierra Boyle","17:23:37","48966 Boyer Stravenue",false,89.66,"Intelligent Rubber Computer",10,"East Alyce",3.07,1563544,false,"AMEX"
"8-26-2021",7054235,"Male",10521,"Beauty & Movies",566173,"McClure, Block and Franecki","RI",101.85,"Dahlia O'Keefe","15:23:35","92249 Leannon Overpass",6599838,14.55,"Rustic Plastic Pants",7,"Langberg",true,"firewall",false,"Visa"
"1-23-2021",54.01,"Male",22245,"Health, Music & Beauty",859226,"Lakin, O'Connell and Monahan","NJ",523.81,"Erna Langosh","14:58:17","4389 Jabari Overpass",5330553,74.83,"Fantastic Plastic Shoes",7,"Lake Russel",5514665,6738408,"quantifying","EWallet"
"10-8-2021","PNG","Female",94647,"Home, Health & Sports",528598,"McClure, Block and Franecki","WV",261.72,"Mireya Murphy","8:33:40","7591 Kadin Common",67.38,29.08,"Awesome Rubber Pants",9,"Port Darrel",90.80,"back-end",8907245,"Visa"
"8-12-2021","circuit","Male",69653,"Electronics, Automotive & Garden",722687,"Larkin-McClure","HI",234.72,"Wallace Schinner","21:5:20","416 Lesch Landing",62.85,78.24,"Rustic Cotton Chair",3,"Kuphaltown",86.29,"parsing",5747636,"AMEX"
"7-7-2021",88.28,"Male",20770,"Industrial & Grocery",168446,"Considine PhD","ID",891.10,"Nelle Schamberger","6:5:8","18085 Stokes Green","optical",89.11,"Rustic Plastic Gloves",10,"South Idellville",6022054,44.16,"bypassing","AMEX"
"10-12-2021",3322679,"Male",52039,"Industrial",323921,"Wiegand-Tillman","CA",503.91,"Fay Nolan","19:46:11","6080 Belle Neck",56.16,55.99,"Fantastic Wooden Computer",9,"West Zella",true,81.49,3820660,"EWallet"
"10-1-2021",21.00,"Female",87841,"Garden & Electronics",627176,"Lakin, O'Connell and Monahan","SD",92.32,"Cordie Senger","16:0:21","20513 Rowe Mall",true,92.32,"Sleek Rubber Table",1,"Lake Nanniestad","USB","auxiliary",true,"MasterCard"
"4-2-2021","AGP","Female",41266,"Clothing",153850,"Kshlerin DDS","SD",558.48,"Lora Kuhic","18:41:40","389 Selena Ranch","redundant",93.08,"Rustic Steel Chair",6,"Bergstromville","IB",false,"generating","AMEX"
"7-5-2021",7555044,"Female",20499,"Automotive & Outdoors",826650,"Considine PhD","IL",40.67,"Mable Nicolas","16:32:4","1104 Brad Summit",true,40.67,"Sleek Concrete Chair",1,"Turnertown",70.42,false,"solid state","AMEX"
"8-22-2021",98.92,"Male",19557,"Jewelery, Health & Home",287799,"Armstrong, Strosin and Altenwerth","ND",263.92,"Kris Kunde III","1:54:35","724 Tillman Heights",2391127,65.98,"Incredible Plastic Computer",4,"Lake Yvetteberg","online",55.09,"backing up","EWallet"
"9-12-2021",1031614,"Female",28619,"Books & Garden",656266,"McClure, Block and Franecki","NE",11.80,"Hoyt Stark","6:12:20","31289 Amya Place",2845392,5.90,"Gorgeous Wooden Computer",2,"Port Jaren","USB",884047,"FTP","Cash"
"6-17-2021","protocol","Female",21441,"Shoes, Sports & Kids",761562,"Kuphal, Spencer and Blanda","MI",250.35,"Aaron Russel","8:30:10","173 Douglas Drives",62.19,50.07,"Practical Granite Gloves",5,"West Amara",false,3783904,6201795,"Cash"
"9-22-2021","primary","Male",22063,"Music",300999,"Auer V","NV",159.52,"Velva Stracke","22:47:41","383 Ruecker Trace",true,39.88,"Sleek Wooden Pants",4,"Ziemannchester",7244011,true,72.08,"EWallet"
"10-22-2021",21.56,"Female",33455,"Home",489626,"Larkin-McClure","MO",377.60,"Madalyn Wilderman","4:57:53","4753 Dario Extensions",92.01,47.20,"Fantastic Granite Shoes",8,"Lake Jasmin",true,false,40.35,"Cash"
"10-22-2021",true,"Female",41141,"Movies",678309,"Kuphal, Spencer and Blanda","TN",339.56,"Dannie Feest","4:1:56","85634 Della River",89.23,84.89,"Rustic Wooden Shoes",4,"North Clementine",false,"HTTP",false,"MasterCard"
"4-19-2021","driver","Male",49126,"Industrial",632881,"Lakin, O'Connell and Monahan","OK",3.92,"Aleen Thiel","3:41:45","4390 Carter Village",6886706,0.98,"Fantastic Rubber Chair",4,"Leifport",1345026,7477517,true,"EWallet"
"9-17-2021",46.14,"Female",28579,"Home, Outdoors & Toys",962802,"Wiegand-Tillman","ME",172.98,"Else Dickens","6:48:1","6097 Reynolds Creek",5907920,86.49,"Awesome Wooden Shirt",2,"Nolanfurt","connecting","compressing","HDD","Visa"
"6-30-2021",23.70,"Male",70741,"Outdoors, Health & Jewelery",706898,"Kuphal, Spencer and Blanda","NV",186.66,"Alessandra Kunde","5:45:32","8545 Dare Port",6726635,93.33,"Awesome Plastic Shoes",2,"Rippinview","connect",true,8633213,"MasterCard"
"9-9-2021",4441390,"Female",41442,"Industrial, Health & Music",324611,"Larkin-McClure","NC",91.72,"Mr. Loren Funk","21:16:20","58593 Michel Forks","synthesizing",22.93,"Incredible Steel Computer",4,"Lake Dorris","synthesizing","backing up",3956476,"AMEX"
"10-23-2021",483767,"Female",85153,"Kids & Sports",143297,"Kshlerin DDS","NV",30.60,"Otha Thiel","0:51:26","9091 Houston Oval","digital",7.65,"Gorgeous Plastic Shirt",4,"South Korbinstad",true,true,72.78,"EWallet"
"8-16-2021",1853857,"Male",91819,"Home",607324,"Larkin-McClure","NJ",646.80,"Mrs. Darwin Purdy","22:6:57","9953 Orval Mountain",47.86,80.85,"Incredible Granite Shoes",8,"New Daniela",44.34,43.46,true,"MasterCard"
"9-30-2021",19.91,"Male",99861,"Books",638881,"McClure, Block and Franecki","WA",518.50,"Deangelo Boehm","10:29:0","309 Fredy Branch",true,51.85,"Sleek Cotton Car",10,"Barrowsfurt",true,2.57,2.27,"AMEX"
"10-23-2021",41.80,"Female",78884,"Games & Baby",428062,"Parisian, Wolff and Gorczany","VT",440.50,"Destany Ward","18:39:7","31410 Erin Streets",false,44.05,"Awesome Concrete Shoes",10,"North Kristofferview",47.04,false,true,"EWallet"
"10-23-2021",76.80,"Male",95461,"Shoes",735193,"Lakin, O'Connell and Monahan","NV",195.54,"Mr. Orpha Blanda","12:32:7","30781 Concepcion Fords",45.48,65.18,"Fantastic Wooden Table",3,"Roxanefurt",6641818,"JBOD",false,"Cash"
"2-18-2021",4621842,"Female",86912,"Automotive & Home",744774,"Lakin, O'Connell and Monahan","PA",273.70,"Shyanne Kirlin III","3:25:30","205 Bednar Inlet",2046203,54.74,"Awesome Cotton Shirt",5,"Port Alisha","online",false,false,"Cash"
"7-18-2021",8550202,"Female",77311,"Kids",970258,"Kshlerin DDS","WI",62.56,"Ena Daniel","8:24:26","6431 Ahmad Unions","navigating",15.64,"Fantastic Concrete Chair",4,"East Tyriquefort",28.83,"array",51.03,"AMEX"
"8-8-2021",9044107,"Female",98189,"Music",211020,"Larkin-McClure","ME",67.02,"Miss Irma Kovacek","11:8:44","35103 Sandy Prairie","RAM",33.51,"Awesome Wooden Gloves",2,"West Novellahaven",1102545,3225252,"online","Cash"
"8-1-2021",52.92,"Male",59513,"Clothing, Books & Garden",679943,"Larkin-McClure","GA",118.65,"Dagmar Mann","23:32:45","741 Ellis Common","alarm",16.95,"Gorgeous Granite Car",7,"East Joyce",7144653,"microchip",3775710,"MasterCard"
"9-8-2021",true,"Female",42829,"Baby, Tools & Grocery",548543,"Lakin, O'Connell and Monahan","OH",191.16,"Dr. Isaac Larson","0:24:41","113 Lynch Mission",56.38,95.58,"Awesome Plastic Chair",2,"Lefflermouth","PNG",true,32.86,"Cash"
"8-9-2021",8.74,"Male",63568,"Jewelery & Beauty",581509,"Kshlerin DDS","WA",11.90,"Jailyn Ziemann","17:47:17","450 Mraz Course",false,11.90,"Fantastic Plastic Table",1,"Leschmouth",41.13,4.09,true,"MasterCard"
"5-6-2021",false,"Female",43878,"Tools & Baby",981722,"Lakin, O'Connell and Monahan","WA",162.18,"Arne Brakus","14:3:19","24786 Herzog Loaf",true,54.06,"Small Granite Computer",3,"Jamaalmouth",76.51,true,88.85,"EWallet"
"6-5-2021",68.65,"Male",28422,"Movies",511920,"Considine PhD","IL",636.90,"Jayden Bashirian","2:49:16","50227 Vella Village",true,63.69,"Small Granite Shoes",10,"Boehmshire",true,8975404,"microchip","EWallet"
"9-2-2021",5943990,"Female",19742,"Sports",645018,"McClure, Block and Franecki","ME",86.50,"Nikita Ward","6:10:10","65822 Juana Forks",33.30,86.50,"Awesome Plastic Shirt",1,"Valentinaview",565195,58.91,"quantifying","AMEX"
"6-27-2021","solid state","Male",81655,"Beauty, Garden & Books",235131,"Parisian, Wolff and Gorczany","WV",457.60,"Hayden Purdy","2:3:11","3861 Trevor Vista",90.87,57.20,"Sleek Wooden Table",8,"Port Alfredo",7106538,16.99,"firewall","EWallet"
"5-23-2021",true,"Male",58512,"Shoes",158039,"McClure, Block and Franecki","UT",427.02,"Jamil Frami","17:57:41","416 Bayer Street",true,71.17,"Fantastic Steel Computer",6,"Murazikmouth","hack","ADP",47.43,"Cash"
"10-7-2021",6302707,"Male",89392,"Sports",760019,"Lakin, O'Connell and Monahan","OR",504.90,"Stanton Lueilwitz","16:32:24","250 Kihn Falls",2124218,84.15,"Intelligent Plastic Pants",6,"Kavonbury",false,16.84,16.35,"EWallet"
"9-2-2021",true,"Female",84088,"Jewelery, Games & Tools",712300,"Kuphal, Spencer and Blanda","NM",440.19,"Mollie Reichert","0:55:28","99401 Linwood Hills",false,48.91,"Sleek Granite Table",9,"West Emory",61.16,24.79,2688182,"AMEX"
"3-30-2021",true,"Male",70179,"Movies",382874,"Armstrong, Strosin and Altenwerth","VA",156.69,"Rodrigo Thiel","6:58:7","6876 Hodkiewicz Mountain",false,17.41,"Sleek Granite Chair",9,"Monahanhaven",23.25,73.70,35.57,"Visa"
"4-7-2021",true,"Female",24580,"Books & Jewelery",216228,"Kuphal, Spencer and Blanda","MI",568.72,"Columbus Howell","4:26:27","9136 Horace Corner",false,71.09,"Gorgeous Cotton Chair",8,"Royland",44.96,false,"program","Cash"
"8-10-2021",46.83,"Male",70510,"Kids, Music & Grocery",487327,"Kuphal, Spencer and Blanda","OH",605.90,"Douglas Lueilwitz","0:47:46","70065 Rosina Grove","bypass",60.59,"Gorgeous Rubber Gloves",10,"New Raquelchester",true,"redundant",true,"Visa"
"8-2-2021","1080p","Male",75357,"Movies",461380,"Parisian, Wolff and Gorczany","NE",148.36,"Keagan Cruickshank","22:17:1","45461 Lilyan Orchard","interface",37.09,"Gorgeous Rubber Table",4,"East Lelandmouth",83.91,"overriding","compressing","AMEX"
"9-13-2021",86.26,"Male",64253,"Electronics, Shoes & Games",609878,"Wiegand-Tillman","NY",13.26,"Nicola Effertz","9:19:47","19686 Rolando Mill","online",6.63,"Awesome Granite Shirt",2,"West Eldridgetown",79.21,"microchip",4.42,"Visa"
"10-3-2021","wireless","Male",61988,"Toys & Computers",895067,"Auer V","SD",145.18,"Ronny Windler","13:57:8","27473 Metz Inlet",6781674,20.74,"Small Wooden Table",7,"South Antonia",2508374,"alarm","connecting","MasterCard"
"9-15-2021","synthesize","Male",50995,"Baby",530868,"Kuphal, Spencer and Blanda","TX",65.95,"Quentin Larkin PhD","21:47:4","33902 Gerardo Camp","back-end",13.19,"Fantastic Plastic Shoes",5,"Medhurstside",72.12,35.58,210981,"Cash"
"10-25-2021",false,"Female",94049,"Beauty",461641,"Parisian, Wolff and Gorczany","CT",56.47,"Jennyfer Nolan","11:56:3","76313 Samson Orchard",true,56.47,"Rustic Concrete Table",1,"Port Dexter",5777347,true,true,"Cash"
"7-22-2021",2447251,"Female",81177,"Movies & Industrial",223822,"Larkin-McClure","ME",838.80,"Sunny Lubowitz","8:52:19","2221 Morris Flat",542232,93.20,"Incredible Rubber Shirt",9,"Metzside",68.22,false,false,"AMEX"
"10-6-2021",false,"Male",36264,"Kids",325221,"Kshlerin DDS","OR",689.20,"Timmothy Buckridge","5:28:15","206 Eleanore Fork",27.39,86.15,"Small Rubber Computer",8,"North Elihaven",false,26.07,false,"Visa"
"10-6-2021",true,"Male",83858,"Music, Sports & Books",889677,"Kshlerin DDS","NJ",532.60,"Deangelo Predovic V","2:42:48","58366 Fredrick Avenue",7120410,53.26,"Incredible Cotton Chair",10,"Port Vena",88.34,5164202,6067134,"MasterCard"
"3-13-2021",16.87,"Female",75651,"Music & Kids",171164,"Considine PhD","SC",64.30,"Ms. Everette Larkin","6:15:5","1556 Maggio Isle",87.29,64.30,"Sleek Wooden Car",1,"Lake Chelseymouth",2143145,73.11,"PNG","AMEX"
"8-17-2021",false,"Female",60395,"Computers",158457,"Armstrong, Strosin and Altenwerth","NH",599.06,"Dawn Halvorson","6:13:37","8137 Paige Bridge","bluetooth",85.58,"Awesome Wooden Shirt",7,"East Wardtown","synthesizing",false,2554112,"Cash"
"8-10-2021",6157028,"Male",24483,"Tools",499916,"Auer V","OR",18.44,"Donnell Bradtke","12:42:26","170 Lindgren Groves",89.40,9.22,"Practical Concrete Shirt",2,"Lake Mortimer","AGP","RSS",38.93,"Cash"
"4-17-2021","SQL","Male",34674,"Electronics",214849,"Considine PhD","WV",191.46,"Valentine Runolfsdottir","7:16:59","84405 Baumbach Falls",7236079,95.73,"Sleek Steel Table",2,"Gaetanoland",4719777,"open-source",95.94,"EWallet"
"8-25-2021","parsing","Male",52469,"Outdoors & Tools",933779,"McClure, Block and Franecki","MN",46.08,"Kristopher Walter","21:5:46","4199 Ledner Stream",79.18,5.76,"Incredible Wooden Table",8,"South Emanuelburgh","SCSI",2669218,25.60,"Cash"
"6-29-2021",3304205,"Male",78867,"Outdoors",441753,"Auer V","ME",60.78,"Shanna Lockman MD","10:46:38","59500 Beau Mountain",false,30.39,"Intelligent Wooden Table",2,"South Nathanielville","optical",9294123,true,"MasterCard"
"3-19-2021",true,"Female",50327,"Health",694143,"McClure, Block and Franecki","AK",437.76,"Theodora O'Kon","1:7:22","42594 Elmer Branch",51.94,72.96,"Incredible Granite Hat",6,"Ryanton",false,true,37.17,"MasterCard"
"7-5-2021",16.58,"Female",45195,"Health, Beauty & Clothing",516472,"Auer V","ME",340.26,"Citlalli Osinski","20:38:11","367 Rempel Divide",false,56.71,"Incredible Wooden Computer",6,"South Osbornefort",49.00,0.22,true,"EWallet"
"8-25-2021",true,"Male",24411,"Automotive & Health",495977,"Kshlerin DDS","NC",773.60,"Karson Durgan","20:21:5","6729 Ziemann Spring",5888167,77.36,"Small Cotton Table",10,"East Fritz",5687482,8353073,23.67,"Cash"
"7-7-2021",4607559,"Female",23561,"Automotive & Games",562971,"Lakin, O'Connell and Monahan","TN",234.75,"Deanna Witting","17:5:22","3023 Kuhic Courts","SSL",78.25,"Incredible Granite Hat",3,"Kautzerburgh",false,"PCI","AI","MasterCard"
"4-26-2021",true,"Male",52911,"Grocery",612224,"Considine PhD","WV",434.30,"Ian Kub","23:34:27","7984 Frami Flat","synthesizing",43.43,"Rustic Rubber Table",10,"North Garfieldberg",386690,"connecting",14.11,"Cash"
"4-6-2021","cross-platform","Female",90613,"Industrial, Outdoors & Jewelery",884944,"Lakin, O'Connell and Monahan","RI",177.80,"Spencer Reichel","17:46:23","4513 Nikolaus Shores",36.25,35.56,"Small Cotton Shoes",5,"Kundeton",9362177,true,8618006,"Cash"
"10-9-2021",1.09,"Female",12897,"Tools",428018,"Lakin, O'Connell and Monahan","ID",297.84,"Kurtis Adams","14:14:27","74631 Susie Courts",5798058,74.46,"Practical Concrete Table",4,"South Yesseniafurt","primary",7416191,false,"Cash"
"10-20-2021","SMTP","Female",35411,"Outdoors & Health",538804,"Kuphal, Spencer and Blanda","CO",23.92,"Miss Julianne Brekke","15:23:44","9749 Homenick Dale",65.67,5.98,"Small Plastic Chair",4,"South Kaleigh",89.52,"generating",false,"AMEX"
"4-19-2021",true,"Male",51697,"Home",318619,"McClure, Block and Franecki","NC",428.22,"Mrs. Reuben Beatty","12:36:32","8854 Klein Land",88.14,71.37,"Fantastic Cotton Shirt",6,"Cartwrightport",false,"bypass",76.13,"AMEX"
"8-31-2021",53.00,"Male",99885,"Music",649212,"Lakin, O'Connell and Monahan","KS",50.90,"Ms. Reina Macejkovic","16:46:6","3294 Wiegand Street",false,25.45,"Ergonomic Concrete Gloves",2,"Port Bartfort",false,true,"HDD","MasterCard"
"5-12-2021",77.63,"Male",72736,"Books, Clothing & Jewelery",461380,"Lakin, O'Connell and Monahan","FL",362.70,"Mr. Ross Langosh","8:6:26","26747 Rafaela Orchard",true,36.27,"Incredible Granite Hat",10,"Faheyton",83.05,33.08,false,"EWallet"
"10-13-2021",2513503,"Male",35420,"Tools, Garden & Books",751676,"Considine PhD","LA",99.27,"Doris Pollich","5:59:14","34509 Gardner Unions",1542209,33.09,"Ergonomic Steel Hat",3,"North Daisyland",4008106,5759497,false,"Visa"
"5-28-2021",2141817,"Male",53526,"Shoes",194773,"Armstrong, Strosin and Altenwerth","SD",40.89,"Antwon Mraz MD","15:8:41","960 Morissette Mountain",9147269,40.89,"Fantastic Rubber Hat",1,"North Hipolito","quantify",4976658,"quantify","MasterCard"
"8-30-2021",false,"Female",72316,"Baby",714599,"Lakin, O'Connell and Monahan","MS",35.40,"Pietro Keeling","11:10:14","33773 Robel Field","wireless",17.70,"Gorgeous Granite Gloves",2,"Delaneyland",false,false,true,"Visa"
"8-19-2021",63.12,"Male",92778,"Electronics, Tools & Grocery",551784,"Wiegand-Tillman","WV",635.40,"Mr. Baby Osinski","6:58:8","75398 Fahey Locks",9056059,63.54,"Practical Wooden Table",10,"Dickiborough",9458617,2711168,false,"MasterCard"
"9-12-2021","port","Male",72505,"Baby, Home & Movies",604282,"Kuphal, Spencer and Blanda","IA",45.60,"Telly West","23:8:31","5767 Schroeder Pines",8761371,11.40,"Fantastic Granite Pants",4,"New Kariland",114227,"mobile",2297960,"Visa"
"4-17-2021",false,"Female",64096,"Music",840090,"Lakin, O'Connell and Monahan","MI",44.10,"Antonetta Bergnaum","12:55:47","505 Francesca Ford",5869396,4.90,"Practical Wooden Hat",9,"New Wardtown",79.20,true,0.90,"Cash"
"4-17-2021",7.90,"Male",32662,"Clothing & Beauty",489921,"Auer V","WV",124.08,"Lydia Kuhic","7:2:1","96465 Brenden Trafficway",77.35,41.36,"Rustic Wooden Chair",3,"South Trudiestad",true,63.94,50.38,"AMEX"
"9-17-2021",9.22,"Female",88748,"Computers",274739,"Larkin-McClure","SC",276.66,"Vito Halvorson","12:34:56","2762 Rau Cape",false,30.74,"Ergonomic Concrete Table",9,"North Ezequielport",6742872,"card","feed","AMEX"
"3-11-2021",44.47,"Female",90679,"Home & Outdoors",958689,"Auer V","AL",297.40,"Ryder Olson","14:17:42","4197 Zieme Curve",16.77,59.48,"Sleek Wooden Computer",5,"Shanahanland","navigating","matrix",63.11,"EWallet"
"1-9-2021",42.14,"Male",50265,"Outdoors",571635,"Wiegand-Tillman","TN",291.80,"Eldon Kreiger III","20:32:47","778 Serenity Viaduct",1471135,72.95,"Practical Cotton Computer",4,"Abbottberg",true,"solid state",85.03,"MasterCard"
"4-21-2021",6591605,"Male",22568,"Shoes, Movies & Garden",834218,"Considine PhD","VA",34.98,"Carson Pollich","20:25:20","581 Schimmel Run","compressing",5.83,"Awesome Wooden Pants",6,"Easterfurt","SQL",3115880,6841620,"Visa"
"6-11-2021",72.02,"Female",56318,"Baby",861327,"McClure, Block and Franecki","SC",873.70,"Dereck Wisozk","12:30:12","430 Randy Forge",true,87.37,"Incredible Granite Pants",10,"Merlland","navigate",false,17.17,"EWallet"
"6-26-2021",93.24,"Female",35355,"Computers, Kids & Grocery",499732,"Lakin, O'Connell and Monahan","MO",269.44,"Jon Gerhold","3:17:52","3469 Kutch Prairie",4049249,67.36,"Rustic Rubber Car",4,"Lake Alvena","hard drive",49.59,39.63,"EWallet"
"10-24-2021",true,"Female",36313,"Shoes",414743,"Wiegand-Tillman","IA",55.60,"Pearl Becker","10:59:37","153 Alexandrea Creek",true,27.80,"Practical Steel Gloves",2,"South Princess",97.37,false,true,"AMEX"
"10-4-2021",true,"Female",10927,"Home & Health",234304,"McClure, Block and Franecki","AR",350.16,"Shad Cassin","7:32:5","616 Francisca Expressway",95.82,43.77,"Ergonomic Concrete Car",8,"South Brycen",92.67,82.13,44.91,"Cash"
"7-12-2021",93.97,"Female",93251,"Outdoors",192436,"Kshlerin DDS","KS",928.00,"Lelia Gleason I","1:5:35","47346 Fadel Road",91.21,92.80,"Rustic Wooden Shirt",10,"Waelchiside",13.88,"parsing",true,"AMEX"
"5-5-2021",15.87,"Male",14066,"Grocery, Movies & Garden",804478,"Armstrong, Strosin and Altenwerth","TX",480.08,"Claud Bernier MD","5:46:30","36062 Lori Village","multi-byte",60.01,"Ergonomic Cotton Hat",8,"Mannberg",48.28,"port",62.26,"EWallet"
"2-13-2021",true,"Female",50904,"Grocery & Industrial",294106,"Larkin-McClure","MA",122.05,"Bernardo Kris V","23:10:1","69458 Hickle Dale","compressing",24.41,"Fantastic Plastic Pants",5,"South Effieberg",70.77,5058537,4425057,"Cash"
"10-14-2021",6194100,"Male",65624,"Health, Home & Beauty",880568,"Parisian, Wolff and Gorczany","CA",365.40,"Makenzie Legros","0:40:15","5486 Schoen Gateway",4270902,52.20,"Intelligent Steel Hat",7,"Donnamouth",4492590,"feed",2049081,"AMEX"
